solID,Google.Search_alphas,Google.Search_gammas,Google.Search_thetas,programmatic_behavioural_investments_alphas,programmatic_behavioural_investments_gammas,programmatic_behavioural_investments_thetas,programmatic_sociodemo_investments_alphas,programmatic_sociodemo_investments_gammas,programmatic_sociodemo_investments_thetas,reservation_social_display_investments_alphas,reservation_social_display_investments_gammas,reservation_social_display_investments_thetas,reservation_social_video_investments_alphas,reservation_social_video_investments_gammas,reservation_social_video_investments_thetas,TV.settimanale_alphas,TV.settimanale_gammas,TV.settimanale_thetas,lambda,mape,nrmse,decomp.rssd,rsq_train,lambda_hp,lambda_max,pos,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
1_514_1,2.7927338021613,0.904974453918886,0.0531494480575955,1.94639777565096,0.305695977387555,0.389460022928041,2.42487196143786,0.325273376548557,0.151936078062215,1.71552116549804,0.671719492859287,0.299106031952134,1.08787926974804,0.984311471097121,0.0405894842095389,1.17779097208104,0.561137102069942,0.453626233568121,609072.182635539,0,0.189822025068089,0.0595186811353019,0.165175079380614,0.084257354424111,7220864.474564,0,0.056812047958374,205.957472085953,1,514,1,1,1027,TRUE,TRUE,3
1_528_1,2.73034121377914,0.909892316080499,0.233168383706388,2.7140500721905,0.85811486276472,0.227744513880395,2.31611093321754,0.322274522254567,0.190289699617641,2.60861257364121,0.503593074677499,0.149521954462508,1.45245041372963,0.925376045442419,0.0751256200683522,0.909498828405713,0.465178588295653,0.499233229033122,426924.270452169,0,0.181075667530368,0.0793934047728635,0.24033452335575,0.0590296092645193,7220864.474564,0,0.0649619102478027,211.987873077393,1,528,1,1,1055,FALSE,TRUE,3
1_535_1,2.97769518046218,0.768381615434021,0.113407222893068,2.70006482809522,0.343085987297048,0.155677974283461,1.93329171446468,0.350566648808003,0.170471009128205,1.4407559323386,0.610721081862011,0.146251351810609,0.766220590999579,0.704913052859753,0.109095382166419,0.7617407073392,0.337133156806735,0.375817306581204,595218.919671602,0,0.188956450540657,0.0657915337774991,0.172771201875886,0.0823386577808511,7220864.474564,0,0.0809569358825684,214.862894058228,1,535,1,1,1069,TRUE,TRUE,3
1_537_1,2.76987820499929,0.916194845150697,0.056421599406064,1.15998564877886,0.971151025146158,0.0857519913509842,2.11244810042697,0.485629056923357,0.0450118369134096,2.77827564019438,0.563670254415221,0.226403104210616,1.0301522757137,0.45966938480982,0.307435861991838,0.815960197927116,0.815747162445105,0.310447433329994,1818757.87505092,0,0.209784297621742,0.0304477817153564,-0.0196430338907634,0.251800545041289,7220864.474564,0,0.0879490375518799,215.891302108765,1,537,1,1,1073,FALSE,TRUE,1
1_544_1,2.7927338021613,0.904974453918886,0.0531494480575955,1.94639777565096,0.305695977387555,0.312920261189858,2.50790915308008,0.340087598110923,0.0144007465161175,2.18791677351935,0.637630476188362,0.299106031952134,1.08787926974804,0.984311471097121,0.0405894842095389,1.17779097208104,0.561137102069942,0.453626233568121,609072.182635539,0,0.189792872056191,0.0570006683407994,0.165431485790104,0.084257354424111,7220864.474564,0,0.0749571323394775,220.188318014145,1,544,1,1,1087,TRUE,TRUE,2
1_565_1,2.97769518046218,0.768381615434021,0.0250306709220967,2.70006482809522,0.343085987297048,0.105317663171839,1.71585266829648,0.310231659522383,0.0191092199747686,1.62074868230371,0.610721081862011,0.146251351810609,0.766220590999579,0.704913052859753,0.109095382166419,0.7617407073392,0.337133156806735,0.375817306581204,595218.919671602,0,0.188874855512703,0.0669503148584464,0.17348547422065,0.0823386577808511,7220864.474564,0,0.11893105506897,229.003369092941,1,565,1,1,1129,TRUE,TRUE,3
1_596_1,2.73615545019038,0.919179109124734,0.148259387502594,0.652892577943403,0.403118358772409,0.0757455178221664,1.57709523886871,0.39392174580198,0.0230659782968905,2.18794029230013,0.675256744832379,0.34330062422533,1.1100897743657,0.766112875725419,0.14503594813711,0.943669852535763,0.596127359975004,0.522449785069856,535707.580866081,0,0.18682443792431,0.0685093758012112,0.191333282709089,0.0740962526305775,7220864.474564,0,0.0901968479156494,242.278537988663,1,596,1,1,1191,TRUE,TRUE,3
1_623_1,2.66693838683778,0.978486425080886,0.216491349677984,1.67657767047555,0.641250430089101,0.172718565324631,1.65279917286107,0.434975078273081,0.20678356832916,2.09885220771844,0.612550333463765,0.306723019455112,0.962005808959558,0.953124516390838,0.0800482382407185,1.03619658119525,0.534267858054064,0.522704494289961,486511.288109772,0,0.184560351419276,0.0724819031749948,0.210814645274561,0.0672824960435496,7220864.474564,0,0.0539309978485107,254.400124073029,1,623,1,1,1245,TRUE,TRUE,3
1_634_2,2.89249210426943,0.900183796934228,0.0755064805494979,2.40951424366978,0.589681560340795,0.18290741322727,2.27415556990862,0.489689272646512,0.291940053986824,1.98443540742537,0.647078228915642,0.00290640235493994,0.737561188037915,0.732604214372289,0.134168184388531,0.935049801292566,0.398446885540163,0.583453105867198,1938015.95062592,0,0.211142723980003,0.0289774062855253,-0.0328908748745016,0.268317958294979,7220864.474564,0,0.0609440803527832,259.070708036423,2,634,1,1,1268,FALSE,TRUE,2
1_669_2,2.68749474568268,0.929034537492423,0.0545376372437637,2.10613269350471,0.542920374771996,0.397123687577949,2.38286193405398,0.312727463672106,0.113367788883946,2.46714605375849,0.484841565472695,0.357792315258133,0.990065582432357,0.944346104127008,0.058592867893444,0.991164171732263,0.554946772213156,0.308913823325866,422152.917082764,0,0.180247027058215,0.0758807673385867,0.247271393773182,0.0583687700299277,7220864.474564,0,0.124928951263428,272.067306041718,2,669,1,1,1338,TRUE,TRUE,1
