ds,dep_var,trend,season,holiday,C1_Value_Sales,C1_Assortment_number_SKUs,C1_Weighted_anypromo,FB_Price_per_SU_nonpromo,FB_Assortment_number_SKUs,FB_Weighted_anypromo,lockdown,Google.Search,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,TV.settimanale,intercept,depVarHat,solID
2018-02-25,450649.09,88732.4976188715,2075.49631786893,0,3875.34554850771,0,0,0,68234.0657669842,107905.229046772,0,0,0.000188750888903758,0,4.41796916134586e-20,0.0136170771243141,21197.4357687754,144984.963336999,437005.047210608,4_354_2
2018-03-04,291850.09,89038.7379381394,-2920.82756347353,0,4866.7900261673,0,0,0,64474.3927411363,102945.282088143,0,0,1.60935262364601e-05,0,1.59897417060686e-22,0.00118364390298884,21422.6518881046,144984.963336999,424811.991654954,4_354_2
2018-03-11,278316.31,89344.9782574072,-8575.18506406271,0,3243.84318593947,0,0,0,64954.3509997552,91482.0004204604,0,0,59.0852591515659,0,46.921784042826,0.000102886333042217,22031.888610199,144984.963336999,407572.846892779,4_354_2
2018-03-18,369707.91,89651.2185742717,-10526.4625310838,0,2670.20905135821,0,0,0,65034.3440428584,98935.1122066984,0,0,79.2490723858527,0,59.5339817332147,8.94322722078913e-06,22450.5297045108,144984.963336999,413338.697448675,4_354_2
2018-03-25,299064.38,89957.4588911361,-7337.80746200435,0,2327.22628902056,0,0,0,63194.504051486,106098.014330463,0,0,83.6943287987931,0,60.8601198208631,7.7737547835412e-07,22860.3774765754,144984.963336999,422229.291363073,4_354_2
2018-04-08,627099.06,90569.939524865,2732.68754909067,0,3021.21859953696,0,0,0,66314.2327325087,103129.960964262,0,0,550.966616169455,0,26.2376705535999,774.497677999216,22721.9084581438,144984.963336999,434826.613130129,4_354_2
2018-04-15,506155.69,90876.1798417295,3319.45686427536,0,2630.45793579903,0,0,0,63754.455353208,86812.2631243043,0,0,956.740224607058,0,23.6397792793884,1120.58485621453,22723.4131999574,144984.963336999,417202.154516374,4_354_2
2018-04-22,270416.47,91182.4201594531,1177.85858560437,-21668.5672382119,2629.44368464859,0,0,0,64394.3996980332,77908.1030257014,0,0,1045.5218022482,0,23.3844741307756,1214.46444876668,22751.2088328149,144984.963336999,385643.200810189,4_354_2
2018-05-06,386205.94,91794.9007949003,-2210.28284959839,0,2879.05160099614,0,0,0,65034.3440428584,100478.499957123,0,0,1064.10282640059,0,0.0846633126987647,1161.19816311346,22435.9392490031,144984.963336999,427622.801785109,4_354_2
2018-05-13,320725.94,92101.1411126238,-1992.56886430976,0,3043.88660953762,0,0,0,64474.3927411363,97154.2801869778,0,0,465.85548853796,0,0.000306418205402718,1147.66660441171,22693.7246563844,144984.963336999,424073.342178717,4_354_2
2018-09-02,637660.13,97000.9861962013,8753.87247390881,0,3408.3576299865,0,0,0,69673.9405428409,108023.95118142,0,0,41.9568069409275,0,1.10900456782254e-06,112.818907519388,22704.2529097516,144984.963336999,454705.099986678,4_354_2
2018-09-09,635109.88,97307.2265139249,13721.1092799646,0,3431.73460936906,0,0,0,67274.1492497465,107931.611743361,0,0,3.59463301002488,0,41058.3369631025,9.91947856401223,23669.4998485057,144984.963336999,499392.145656548,4_354_2
2018-09-16,436472.44,97613.4667915374,13657.1152526784,0,3714.5708993127,0,0,0,67194.1562066433,94146.6527758942,0,0,2081.10825207538,0,24040.2082295121,4479.83805626323,24434.1738567928,144984.963336999,476346.253657709,4_354_2
2018-09-23,670615.75,97919.7070691498,10155.7115362893,0,2751.35026164177,0,0,0,69913.9196721503,103090.38691938,0,0,2561.32770794677,0,27329.7453088383,5382.70126682846,24914.7643059131,144984.963336999,489004.577385137,4_354_2
2018-09-30,674815.19,98225.9473467622,6067.72869969167,0,2948.65248947975,0,0,0,70873.8361893881,106243.1191617,0,0,2657.10823897819,0,27234.5230062364,4045.19846816883,25347.7974412416,144984.963336999,488628.874378646,4_354_2
2018-10-07,521080.88,98532.1876243747,3184.06443737725,0,3441.24791986578,0,0,0,72073.7318359353,108287.778147305,0,0,2676.83381354089,0,8331.97928776515,593.975800341974,25235.6364642176,144984.963336999,467342.398667723,4_354_2
2018-10-14,377173.09,98838.4279078394,1590.75806333585,0,3496.10656909913,0,0,0,68394.0518531905,99990.4200702365,0,0,4022.39784575615,0,5497.28958685321,54.9207598033009,25088.2585501357,144984.963336999,451957.594543249,4_354_2
2018-10-21,472111.34,99144.6681913041,638.140238133365,0,4115.62168332226,0,0,0,69193.982284222,95426.2135604342,0,0,4678.51486801269,0,5601.91780312511,4.80049042907318,25015.8068393856,144984.963336999,448804.629295368,4_354_2
2018-10-28,495217.28,99450.9084747688,12.9414532720481,-2604.88634402223,4099.94458854634,0,0,0,70073.9057583566,105016.323770337,0,0,4796.16078166343,0,5801.14609006866,0.417476964348686,24930.96623532,144984.963336999,456562.791622274,4_354_2
2018-11-04,496649.06,99757.1487582335,-175.0764596424,0,3123.40486888071,0,0,0,69913.9196721503,110253.289043145,0,0,4819.89312355075,0,4162.4958817508,0.0362900341208761,24765.9685924134,144984.963336999,461606.043107515,4_354_2
2018-11-11,422558.63,100063.389041698,15.5239156568197,0,2304.0397845876,0,0,0,66074.2536031993,102932.090739849,0,0,4824.79729353208,0,2102.80141735216,231.930642224283,24474.1486695385,144984.963336999,448007.938444637,4_354_2
2018-11-18,400698.63,100369.568544778,81.9479908799032,0,3429.31583843366,0,0,0,65594.2953445804,111466.893086214,0,0,5217.41406192719,0,2560.10228119683,603.6347584032,24265.0487016088,144984.963336999,458573.183945021,4_354_2
2018-11-25,451195.19,100675.748047857,-462.714757250559,0,2802.5000542243,0,0,0,65674.2883876835,106282.693206583,0,0,5290.2306514448,0,2626.5467360318,768.979124627592,24067.384222552,144984.963336999,452710.619010753,4_354_2
2018-12-02,660539.31,100981.927550937,-1425.10552965087,34104.6589043146,2632.65753008008,0,0,0,67754.1075083653,116743.432403904,0,0,5305.02443762815,0,2504.42935373877,6739.80104265505,24076.753431469,144984.963336999,504402.64997044,4_354_2
2018-12-16,397959.44,101594.286557096,-834.409412604178,0,3429.55663455391,0,0,0,65994.2605600961,103288.257143793,0,0,5872.6215918352,0,2444.71693414854,6753.845036631,24150.0875359891,144984.963336999,457678.185918538,4_354_2
2018-12-23,420063.03,101900.466014135,1596.30236644616,-12625.0848692755,3452.83446259284,0,0,0,64474.3927411363,93236.4497435926,0,0,5967.99095146007,0,2400.33440856006,6787.58736708472,24162.804616463,144984.963336999,436339.041139195,4_354_2
2018-12-30,425676.28,102206.645471174,3997.02765295758,-25658.3542139135,2890.65118995262,0,0,0,65194.3301290647,110081.80151532,0,0,5987.00763664709,0,2538.58246012708,6667.74610712198,23709.8824815651,144984.963336999,442600.283767015,4_354_2
2019-01-13,675532.25,102819.004385252,1749.72418453158,0,4038.76783677717,0,0,0,65674.2883876835,108248.204102422,0,0,4682.83758732014,3387.28514310895,61.0674798767108,2774.54431375593,23691.5434816794,144984.963336999,462112.230239407,4_354_2
2019-01-20,430786.66,103125.18384229,-2616.26646687733,0,5587.11484615514,0,0,0,64394.3996980332,107496.297249651,0,0,2384.36560476697,4328.37933634183,13.930652286197,1099.90493274537,23517.047200797,144984.963336999,454315.32023319,4_354_2
2019-01-27,328738.81,103431.363299329,-5768.765938923,0,4788.82054063166,0,0,0,62394.5736204545,103129.960964262,0,0,1731.97504190936,4552.03284942487,28.4999515211156,1552.20949005921,23754.6379085869,144984.963336999,444580.271064256,4_354_2
2019-02-10,551358.13,104043.575853442,-1410.67133027137,0,4396.55993325927,0,0,0,66154.2466463024,95188.7692911381,0,0,1592.07044552248,820.731278524443,0.45355621297945,211.521136637487,23155.5068661391,144984.963336999,439137.727013907,4_354_2
2019-02-17,534870,104349.682130499,2440.80955300965,0,4625.84256966148,0,0,0,66554.2118618181,96310.0338961473,0,0,165.980991704642,73.5153262245506,0.001641544936698,18.7869520291528,22609.8091682344,144984.963336999,442133.637427872,4_354_2
2019-02-24,410021.53,104655.788407555,2573.3993263228,0,4128.5091214977,0,0,0,65674.2883876835,85809.7206539431,0,0,14.4260614741868,5.98216827748823,5.94116418871733e-06,1.63612561436719,22074.0973281814,144984.963336999,429922.81092349,4_354_2
2019-03-10,471910.97,105268.000961668,-7732.37417324804,0,3095.83594960919,0,0,0,65994.2605600961,105069.089163514,0,0,1.23204742588554,0.482792938520455,2.15025676617144e-08,0.142241031177736,21783.0798495319,144984.963336999,438464.712729587,4_354_2
2019-03-17,490883.56,105518.931679525,-10570.3365551393,0,3345.79126840886,0,0,0,66074.2536031993,106797.155790057,0,0,902.093658261165,0.038937950255507,7.7823201197594e-11,0.0123642476343329,21538.4002539517,144984.963336999,438591.304337461,4_354_2
2019-03-24,350393.63,105769.862397381,-8212.37498609522,0,7520.43893939222,0,0,0,64154.4205687237,101705.295348486,0,0,1163.92427926461,0.00314023287892596,2.81661741049786e-13,0.00107474345224414,21291.3574737612,144984.963336999,438377.89157289,4_354_2
2019-04-07,560183.69,106271.723833094,2218.63401996458,0,3573.22581322566,0,0,0,66554.2118618181,101507.425124073,0,0,1825.68989224289,76.7338696487721,1.01940469102226e-15,9.34203363602137e-05,21078.3284453503,144984.963336999,448090.936289837,4_354_2
2019-04-14,423192.53,106522.654550951,3477.98062906213,0,2960.61178161895,0,0,0,65354.3162152709,101335.937596248,0,0,1197.95394645482,125.330716006019,0.137475567228227,8.12041084185026e-06,20937.8751262509,144984.963336999,446897.761382549,4_354_2
2019-04-21,302140.22,106773.585268807,1648.90706444272,-28155.4633220671,2714.62549855978,0,0,0,64634.3788273426,69637.1276452214,0,0,1068.50356187602,141.184865129436,1.42594505240745,7.05853503019284e-07,20783.212213664,144984.963336999,384232.450905734,4_354_2
2019-05-05,548192.13,107205.850784111,-2140.84747912531,0,4381.90976311381,0,0,0,68794.0170687063,97338.959063097,0,0,1041.77503407029,145.849470513866,0.0230269977834913,6.13551674977151e-08,20822.589241266,144984.963336999,442575.089309811,4_354_2
2019-05-12,349300.63,107421.983541762,-2083.48668657662,0,3993.88918030454,0,0,0,64954.3509997552,85836.1033505315,0,0,474.881705298897,21.4551890940675,8.33405253972209e-05,5.33319812443448e-09,21085.9821622364,144984.963336999,426690.122862752,4_354_2
2019-05-19,569935.13,107638.116299414,-1479.24856812141,0,3605.93606513887,0,0,0,70233.8918445629,111374.553648154,0,0,42.8164536978496,6.20840357306958,3.01630325543396e-07,4.63579571115505e-10,21184.6539785481,144984.963336999,457591.891462269,4_354_2
2019-06-09,447160.66,108286.514572369,289.685718975651,0,7501.64715052844,0,0,0,69353.9683704283,71734.5520240035,0,0,3.66864549991411,1.78139317126089,1.09167602127588e-09,4.02959000849642e-11,20777.9027398942,144984.963336999,422934.68395187,4_354_2
2019-06-16,696418.13,108450.644602732,56.2168357572701,0,3770.57239824368,0,0,0,70633.8570600786,99449.5747901732,0,0,1363.90406198315,1.01197465520016,3.95105012493856e-12,3.50265556299238e-12,20463.7150763103,144984.963336999,449174.460136933,4_354_2
2019-06-23,623819.31,108614.774633096,-848.249063846134,0,3354.90536428517,0,0,0,69913.9196721503,103974.207255093,0,0,1724.72691763617,0.832857413073776,1.42998442628902e-14,3.04462636821439e-13,20419.9526764859,144984.963336999,452140.033649312,4_354_2
2019-06-30,397367.78,108778.904663459,-1412.04772059905,0,4470.14439471045,0,0,0,68394.0518531905,88487.564357671,0,0,1799.20135134024,0.785168088188872,5.17547334194081e-17,2.64649194170466e-14,20220.8028898031,144984.963336999,435724.370294663,4_354_2
2017-07-09,242669.44,86415.9963455992,37.7228707763151,0,2727.79388839705,0,0,0,69554.4124288655,92982.2408931396,0,0,2524.49389476063,0,282.751661005015,61.1775843168582,15819.7549790551,120153.738664565,390560.08321048,4_528_2
2017-07-16,407920.34,86752.575523194,1809.83216069442,0,2164.66623022926,0,0,0,67436.003928494,86182.8607352642,0,0,3175.45673197107,0,345.209193181239,90.9956059307837,20001.0631122339,120153.738664565,388112.401885758,4_528_2
2017-07-23,417560.06,87089.1547007887,1279.56056852914,0,1933.57812196346,0,0,0,65670.6635115177,91791.6321313176,0,0,3295.36206386972,0,350.309110663321,7.31467428315192,21013.8894504858,120153.738664565,392585.202997984,4_528_2
2017-08-06,341967.06,87762.3130559781,-8107.33263453087,0,2843.19023876418,0,0,0,89149.6910573022,94301.951809858,0,0,2696.05865768207,0,192.352872611524,118.740120629537,21938.698798226,120153.738664565,411049.402641086,4_528_2
2017-08-13,397935.97,88098.8922335729,-10342.9541811395,10350.8442677181,2268.87383478212,0,0,0,84912.8740565591,105505.149918087,0,0,2565.89608465411,0,182.633134212749,110.96849361097,22383.3807032226,120153.738664565,426190.297209846,4_528_2
2017-08-20,311344.44,88435.4714085333,-6494.90587117096,0,2253.71712750159,0,0,0,82706.1985353388,100972.229812837,0,0,2539.3619972964,0,181.902955612001,111.429632457307,22686.5266009976,120153.738664565,413545.670863968,4_528_2
2017-09-03,347004.72,89108.6297584541,10989.7223935893,0,3220.45386126982,0,0,0,81646.994285153,86369.3416256701,0,0,2534.0079130696,0,181.847200256784,159.189650600638,24130.2979677259,120153.738664565,418494.223320354,4_528_2
2017-09-10,356481.91,89445.2089334145,15487.566031162,0,2421.24288707942,0,0,0,80234.721951572,91476.0490860153,0,0,3693.38242859939,0,3112.00997224678,120.058031253042,24928.5492873893,120153.738664565,431072.527273297,4_528_2
2017-09-17,330868.41,89781.7881083749,14533.8240370995,0,3094.91530935842,0,0,0,80146.4549307232,98892.2506506178,0,0,3884.02471147844,0,702.789374421119,118.847019650866,25349.936309934,120153.738664565,436658.569116223,4_528_2
2017-10-01,474545.88,90454.9464582958,5991.05267996827,0,1879.74195491669,0,0,0,77321.9102635611,105490.80523421,0,0,3920.69040855357,0,599.437339612215,117.74039542247,25470.3019167754,120153.738664565,431400.365315881,4_528_2
2017-10-08,365555.88,90791.5256175331,3106.43679855005,0,1711.76157947689,0,0,0,79793.3868473279,103640.341014029,0,0,1443.13063898601,0,140.47288025849,82.9971214756941,24940.4679228563,120153.738664565,425804.259085058,4_528_2
2017-10-15,356494.56,91128.1047767705,1530.90718623244,0,1964.55026563064,0,0,0,77410.17728441,110382.342436395,0,0,903.6342859226,0,120.749151141962,87.184699959091,24394.9082978851,120153.738664565,428076.297048912,4_528_2
2017-10-29,372853.31,91801.2630952453,-62.4913559076237,-2859.3847789532,1831.46434818058,0,0,0,73879.4964504574,106982.652357457,0,0,803.895183958289,0,119.317805812604,135.792133943364,23994.6260422981,120153.738664565,416780.369947057,4_528_2
2017-11-05,324117.53,92137.8422544827,-175.384650840196,0,1764.75123323293,0,0,0,77498.4443052588,98289.7739277681,0,0,1375.4116601287,0,214.752235941528,169.598014951851,23697.1097837112,120153.738664565,415126.037429201,4_528_2
2017-11-12,300384.38,92474.4213943797,60.6299962415809,0,1593.24823431411,0,0,0,77939.7794095028,93498.6495127251,0,0,1498.0553184621,0,258.866135844929,5350.64023774139,23352.9791489413,120153.738664565,416181.008052718,4_528_2
2017-11-26,372141.5,93147.5796741735,-686.514748864414,0,1378.50699909972,0,0,0,74762.1666589455,99925.0678897887,0,0,1522.89561842322,0,262.454001820657,7149.07449529957,23157.7955933121,120153.738664565,420772.764846564,4_528_2
2017-12-03,632959.06,93484.1588140705,-1733.84716674925,37436.6976840182,1386.06624031804,0,0,0,78204.5804720493,110396.687120272,0,0,1005.83246579128,0,261.680145185863,7727.89688869818,22966.8453260368,120153.738664565,471290.336654256,4_528_2
2017-12-10,596071.25,93820.7379539674,-1984.69310500323,0,1399.15732156778,0,0,0,76704.0411176194,99982.4466252982,0,0,405.280904103577,0,0.240388027500825,7688.22650135325,22719.5989158196,120153.738664565,420888.775287319,4_528_2
2017-12-24,293160.75,94493.8962337613,2295.74813499807,-13858.5606972995,2383.90352353976,0,0,0,75026.967721492,97845.0887275695,0,0,312.746826606802,0,0.000220054753033597,8218.34875018982,22282.297979563,120153.738664565,409154.176085041,4_528_2
2017-12-31,246027.28,94830.4753766589,4693.23037915919,-28533.2072399188,2480.35705150489,0,0,0,73438.1613462133,107527.750344797,0,0,295.493296918522,0,2.01440724792704e-07,6165.56164537413,21846.5195846462,120153.738664565,402898.08045012,4_528_2
2018-01-07,346674.91,95167.0545195566,4532.11529735634,0,2935.37854215658,0,0,0,75909.6379299801,101445.60438079,0,0,8.65313484701597,0,1.84401222541505e-10,1872.28150869095,21070.6178573884,120153.738664565,423095.081835332,4_528_2
2018-01-21,367249.44,95840.2128053518,-3700.32878998056,0,2142.7986505961,0,0,0,72378.9570960276,104328.885840143,0,0,0.242481543834903,0,1.68803060601088e-13,175.442195589717,20559.5863053343,120153.738664565,411879.53524917,4_528_2
2018-01-28,340008.06,96176.7919482495,-6584.53592632983,0,3015.0702905122,0,0,0,70084.0145539584,111687.708669236,0,0,0.00678634234028471,0,1.54524318632871e-16,14.1985902977068,20482.9310021303,120153.738664565,415029.924578961,4_528_2
2018-02-04,275541.44,96513.3710899288,-5224.11964519074,0,2632.2933837246,0,0,0,71584.5539083882,104544.056098303,0,0,0.000189922968127304,0,1.41453389316089e-19,1.13440031424895,20261.3205452454,120153.738664565,410466.348635202,4_528_2
2018-02-18,557084.75,97186.5293732873,3098.22164288238,0,1466.55774147573,0,0,0,74762.1666589455,112835.283379426,0,0,5.31518988158748e-06,0,1.29488105988987e-22,0.0905394118390144,20653.251200184,120153.738664565,430155.839205493,4_528_2
2018-02-25,450649.09,97523.1085149665,2284.7720649496,0,3858.35302526427,0,0,0,75291.7687840384,117339.514116921,0,0,1.48751059304572e-07,0,1.18534944080749e-25,0.00722558611355151,20972.3080042438,120153.738664565,437423.570400684,4_528_2
2018-03-04,291850.09,97859.6876566458,-3215.33946656733,0,4845.45024069386,0,0,0,71143.2188041442,111945.912979028,0,0,4.16295148810003e-09,0,1.08508290092846e-28,0.000576641144559749,21202.7061032667,120153.738664565,423935.375558422,4_528_2
2018-03-11,278316.31,98196.266798325,-9439.8352420401,0,3229.61965927708,0,0,0,71672.820929237,99480.3826895901,0,0,15.6391169012307,0,25.4293089216569,4.60190812502101e-05,21822.3394642744,120153.738664565,405156.401435071,4_528_2
2018-03-18,369707.91,98532.8459373628,-11587.8632627272,0,2658.50078204336,0,0,0,71761.0879500859,107585.129080307,0,0,23.5159507866984,0,31.0715332356578,3.67257135579797e-06,22245.8674314461,120153.738664565,411403.894070777,4_528_2
2018-03-25,299064.38,98869.4250764006,-8077.69079753436,0,2317.02192238694,0,0,0,69730.9464705631,115374.292425721,0,0,25.3151537445096,0,31.4989378626425,2.93091038581202e-07,22659.10960275,120153.738664565,421083.657456752,4_528_2
2018-04-08,627099.06,99542.5833544761,3008.22898149427,0,3007.97123188069,0,0,0,73173.3602836669,112146.738553312,0,0,385.245348105474,0,12.0122954561732,330.094494493642,22516.7196292108,120153.738664565,434276.692836661,4_528_2
2018-04-15,506155.69,99879.1624935138,3654.16322303518,0,2618.92396623284,0,0,0,70348.8156165048,94402.3645969997,0,0,841.816203682281,0,10.979050793666,585.55457433149,22516.7481233716,120153.738664565,415012.26651303,4_528_2
2018-04-22,270416.47,100215.741633496,1296.62402659096,-23785.5949012332,2617.91416234678,0,0,0,71054.9517832954,84719.7029797721,0,0,949.09642824741,0,10.9024534690577,679.873419591783,22543.706142215,120153.738664565,380456.656792356,4_528_2
2018-05-06,386205.94,100888.89991346,-2433.14934694022,0,2866.42760382308,0,0,0,71761.0879500859,109263.457093959,0,0,971.171989552909,0,0.00998169314210901,656.808164484097,22223.094468833,120153.738664565,426351.546483516,4_528_2
2018-05-13,320725.94,101225.479053442,-2193.48289826781,0,3030.53984772876,0,0,0,71143.2188041442,105648.596756861,0,0,294.649385323007,0,9.13736120897531e-06,649.702882843251,22484.346111596,120153.738664565,422436.788617373,4_528_2
2018-09-02,637660.13,106610.745293154,9636.54000073307,0,3393.41274429191,0,0,0,76880.5751593171,117468.616271817,0,0,8.62727953162539,0,8.3644485477008e-09,54.6635247876477,22494.3541466077,120153.738664565,456701.273084814,4_528_2
2018-09-09,635109.88,106947.324433136,15104.6315587652,0,3416.68722084974,0,0,0,74232.5645338526,117368.203484676,0,0,0.241756077432228,0,47031.5013078765,4.38141963671021,23469.5534639133,120153.738664565,507728.827843349,4_528_2
2018-09-16,436472.44,107283.903529033,15034.1849072301,0,3698.28333693771,0,0,0,74144.2975130038,102378.00883282,0,0,2388.92488543575,0,24658.7714701578,3929.6089472245,24236.8758976073,120153.738664565,477906.597984015,4_528_2
2018-09-23,670615.75,107620.48262493,11179.7288282472,0,2739.28620627262,0,0,0,77145.3762218635,112103.704501679,0,0,3023.75910804926,0,29171.3177755888,5534.72214459137,24715.8705452965,120153.738664565,493387.986621084,4_528_2
2018-09-30,674815.19,107957.061720827,6679.54788037548,0,2935.7233079817,0,0,0,78204.5804720493,115532.083948372,0,0,3142.0871066026,0,28988.3592116539,3827.70776094264,25146.0394901871,120153.738664565,492566.929563557,4_528_2
2018-10-07,521080.88,108293.640816724,3505.11895245793,0,3426.15881760823,0,0,0,79528.5857847815,117755.509949365,0,0,3165.48477188696,0,7087.11439087516,438.426869755599,25030.1906618071,120153.738664565,468383.969679827,4_528_2
2018-10-14,377173.09,108630.219919054,1751.15684567195,0,3480.77692393759,0,0,0,75468.302825736,108732.703790496,0,0,4679.80739625709,0,4616.1306843466,36.2479009932272,24879.8367485448,120153.738664565,452428.921699602,4_528_2
2018-10-21,472111.34,108966.799021383,702.484980124873,0,4097.57560298189,0,0,0,76350.9730342242,103769.443168925,0,0,5224.23758771463,0,4809.78467458595,2.90110972448105,24805.332553776,120153.738664565,448883.270398005,4_528_2
2018-10-28,495217.28,109303.378123712,14.2463615383264,-2859.3847789532,4081.96724875931,0,0,0,77321.9102635611,114198.028347776,0,0,5306.88641327303,0,5013.19475192086,0.231577458514063,24718.8581534206,120153.738664565,457253.055127032,4_528_2
2018-11-04,496649.06,109639.957226041,-192.729710372097,0,3109.70943729434,0,0,0,77145.3762218635,119892.867847094,0,0,5322.64721153599,0,3407.1193392097,0.0184814715705259,24552.2110751872,120153.738664565,463030.91579389,4_528_2
2018-11-11,422558.63,109976.53632837,17.0892179022287,0,2293.93708558867,0,0,0,72908.5592211204,111931.568295151,0,0,5325.78578639022,0,1561.48111785935,73.2215940651602,24258.2550523356,120153.738664565,448500.172363348,4_528_2
2018-11-18,400698.63,110313.048628882,90.2109431508863,0,3414.27905568377,0,0,0,72378.9570960276,121212.578763812,0,0,5585.21542560292,0,2006.24332472468,257.364949382167,24047.9565252159,120153.738664565,459459.593377047,4_528_2
2018-11-25,451195.19,110649.560929394,-509.371056119974,0,2790.21171845783,0,0,0,72467.2241168764,115575.118000004,0,0,5627.67644718904,0,2058.49866421858,368.598728558265,23849.3750592562,120153.738664565,453030.631272399,4_528_2
2018-12-02,660539.31,110986.073229906,-1568.80129139172,37436.6976840182,2621.11391578506,0,0,0,74762.1666589455,126950.452314762,0,0,5635.89056865835,0,1946.77165119446,7665.07506568345,23859.9346924193,120153.738664565,510449.113154545,4_528_2
2018-12-16,397959.44,111659.097830929,-918.544302023391,0,3414.5187959669,0,0,0,72820.2922002716,112318.87475984,0,0,5933.59605888026,0,1895.97855536833,7953.86549983468,23934.7658658268,120153.738664565,459166.18392946,4_528_2
2018-12-23,420063.03,111995.610080839,1757.26019008985,-13858.5606972995,3437.69455593756,0,0,0,71143.2188041442,101388.225645281,0,0,5975.28357357044,0,1857.94976066261,8088.42564976562,23948.1030259686,120153.738664565,435886.949253525,4_528_2
2018-12-30,425676.28,112332.122330749,4400.05460172794,-28165.1856560341,2877.97633117703,0,0,0,71937.6219917835,119706.386956688,0,0,5983.1347774041,0,1982.66851801447,7922.49255312114,23491.2203701251,120153.738664565,442622.231439321,4_528_2
2019-01-13,675532.25,113005.146830569,1926.15178536633,0,4021.05874336027,0,0,0,72467.2241168764,117712.475897733,0,0,5211.19429659553,6572.36097590288,23.5864024871152,2698.56493440015,23474.059642276,120153.738664565,467265.562290132,4_528_2
2019-01-20,430786.66,113341.659080479,-2880.06896785216,0,5562.61659749609,0,0,0,71054.9517832954,116894.828916722,0,0,2735.37745563428,6642.33046480964,5.5458028998492,820.436287848841,23298.7666256106,120153.738664565,457630.182711509,4_528_2
2019-01-27,328738.81,113678.171330389,-6350.44020700422,0,4767.82263390908,0,0,0,68848.276262075,112146.738553312,0,0,1857.26305522522,6646.0890302146,13.7655846490443,1014.27816183051,23540.2370263599,120153.738664565,446315.940095525,4_528_2
2019-02-10,551358.13,114351.034970557,-1552.91166767219,0,4377.28200154403,0,0,0,72996.8262419693,103511.238859132,0,0,1674.3914956303,81.8081710681619,0.0978584338649904,114.023002411466,22934.6190191356,120153.738664565,438642.148616774,4_528_2
2019-02-17,534870,114687.46679064,2686.92044142223,0,4605.5592848804,0,0,0,73438.1613462133,104730.536988709,0,0,62.5711414762904,0.0705358502682404,8.95808855040606e-05,9.18260380702633,22382.8480701575,120153.738664565,442757.055957302,4_528_2
2019-02-24,410021.53,115023.898610724,2832.8794621903,0,4110.40653262409,0,0,0,72467.2241168764,93312.1686223192,0,0,1.76770496659429,6.01205621527575e-05,8.20034024405082e-08,0.733354918997067,21840.9253914792,120153.738664565,429743.742520866,4_528_2
2019-03-10,471910.97,115696.762250892,-8512.04232677931,0,3082.26140156614,0,0,0,72820.2922002716,114255.407083286,0,0,0.0494841607046165,5.12426844718623e-08,7.5066884703327e-11,0.0585290857282017,21548.2281630273,120153.738664565,439044.755450126,4_528_2
2019-03-17,490883.56,115972.552342278,-11636.1611776288,0,3331.12072221253,0,0,0,72908.5592211204,116134.560671222,0,0,781.68262918036,4.3675784054073e-11,6.87171143068669e-14,0.00467095895549855,21302.5658643623,120153.738664565,438948.62360827,4_528_2
2019-03-24,350393.63,116248.342433665,-9040.44242024341,0,7487.46349710484,0,0,0,70790.1507207489,110597.512694555,0,0,1104.96292578909,3.72262720500485e-14,6.29044593674701e-17,0.000372767901568319,21054.2261723624,120153.738664565,438395.955061314,4_528_2
2019-04-07,560183.69,116799.922616438,2442.34257970967,0,3557.55801743164,0,0,0,73438.1613462133,110382.342436395,0,0,2014.46264009516,336.396094961453,5.75834862716039e-20,2.97488936308203e-05,20840.3789050083,120153.738664565,449965.303330566,4_528_2
2019-04-14,423192.53,117075.712707824,3828.67120278786,0,2947.63016130038,0,0,0,72114.1560334811,110195.861545989,0,0,1138.72704439464,385.511037141924,0.0400505232997431,2.3741224619494e-06,20700.4001486003,120153.738664565,448540.448598981,4_528_2
2019-04-21,302140.22,117351.502799211,1815.16910731262,-30906.2633201807,2702.72247306073,0,0,0,71319.7528458418,75725.5861886584,0,0,973.758996287044,388.524387701677,0.518724971605306,1.89467800788023e-07,20545.5518841235,120153.738664565,380070.562751742,4_528_2
2019-05-05,548192.13,117826.59228601,-2356.71269253111,0,4362.69606911714,0,0,0,75909.6379299801,105849.422331144,0,0,941.447325830008,388.702914058586,0.00368942844701617,1.51205542698757e-08,20588.6372196481,120153.738664565,443664.165737266,4_528_2
2019-05-12,349300.63,118064.13702941,-2293.568115829,0,3976.37686975608,0,0,0,71672.820929237,93340.857990074,0,0,303.016670200955,6.05382876590231,3.3773466137109e-06,1.20670193285713e-09,20859.5340442285,120153.738664565,426082.967913787,4_528_2
2019-05-19,569935.13,118301.68177281,-1628.40366251806,0,3590.1248422081,0,0,0,77498.4443052588,121112.16597667,0,0,8.88393495862433,2.84895817881472,3.09166304471003e-09,9.63013345126204e-11,20961.201515568,120153.738664565,460000.686307703,4_528_2
2019-06-09,447160.66,119014.316003009,318.895212018491,0,7468.75410603115,0,0,0,76527.5070759218,78006.390925161,0,0,0.248957743305666,0.639366183698972,2.83014492583902e-12,7.68536684693353e-12,20547.0319661586,120153.738664565,422037.522276792,4_528_2
