ds,dep_var,trend,season,holiday,C1_Value_Sales,C1_Assortment_number_SKUs,C1_Weighted_anypromo,FB_Price_per_SU_nonpromo,FB_Assortment_number_SKUs,FB_Weighted_anypromo,lockdown,Google.Search,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,TV.settimanale,intercept,depVarHat,solID
2018-10-07,521080.88,148407.710196032,5257.92343044274,0,762.921198652632,0,0,0,121805.513606616,164367.249042348,0,0,939.813298406182,0,11439.674625688,255.714709292569,10736.2564830376,12517.2854233427,476490.062013859,5_942_2
2018-10-14,377173.09,148868.964739695,2626.8576713444,0,775.083305947477,0,0,0,115586.808139464,151772.901418078,0,0,2390.58817878661,0,8137.45925634084,9.0363111361303,10605.7068102627,12517.2854233427,453290.691254397,5_942_2
2018-10-21,472111.34,149330.219283358,1053.77657267311,0,912.429182946937,0,0,0,116938.700632323,144845.009084218,0,0,3465.17549076892,0,8542.35763049579,0.314298854522835,10536.891395208,12517.2854233427,448142.158994189,5_942_2
2018-10-28,495217.28,149791.47382702,21.3705381035351,-4161.37242000953,908.953586821244,0,0,0,118425.782374468,159401.592109408,0,0,3687.37950327159,0,8863.37054795777,0.010925794018642,10463.7623335996,12517.2854233427,459919.608749778,5_942_2
2018-11-04,496649.06,150252.728370683,-289.108037031749,0,692.455714302874,0,0,0,118155.403875896,167350.647764155,0,0,3733.69229647919,0,6263.0351261588,0.000379799881167327,10334.8737442337,12517.2854233427,469011.014658019,5_942_2
2018-11-11,422558.63,150713.982914346,25.6350213601341,0,510.803300178816,0,0,0,111666.319910172,156237.988095681,0,0,3743.41132236278,0,3116.61963412164,123.518150254888,10113.7397039086,12517.2854233427,448769.303475728,5_942_2
2018-11-18,400698.63,151175.1459115,135.322720315318,0,760.2758682142,0,0,0,110855.184414456,169192.746303794,0,0,4535.3079129217,0,3977.96670305979,398.550821029347,9960.26924524118,12517.2854233427,463508.055323874,5_942_2
2018-11-25,451195.19,151636.308908654,-764.092188336289,0,621.311440030237,0,0,0,110990.373663742,161323.781889901,0,0,4692.40067532336,0,4056.75527447591,528.060893111773,9818.03166304116,12517.2854233427,455420.217643286,5_942_2
2018-12-02,660539.31,152097.471905808,-2353.31159358602,54483.0630648951,583.657523451235,0,0,0,114505.294145176,177201.87038918,0,0,4724.96889270899,0,3854.99751348701,11083.936324505,9838.86647832772,12517.2854233427,538538.100067296,5_942_2
2018-12-16,397959.44,153019.797900116,-1377.88065769401,0,760.329252471588,0,0,0,111531.130660886,156778.603971444,0,0,6004.65605615097,0,3767.97176859927,10899.2135170805,9905.53972320301,12517.2854233427,463806.6476156,5_942_2
2018-12-23,420063.03,153480.960827924,2636.01311458448,-20168.895313167,765.489923508094,0,0,0,108962.534924453,141521.222588783,0,0,6229.07899044257,0,3701.76201835983,10927.0321068773,9921.09032383032,12517.2854233427,430493.574928938,5_942_2
2018-12-30,425676.28,153942.123755732,6600.38945880266,-40989.8757439622,640.854458056985,0,0,0,110179.238168027,167090.35123138,0,0,6274.38334725522,0,3926.76492852487,10633.2778989307,9573.04528408485,12517.2854233427,440387.838210174,5_942_2
2019-01-13,675532.25,154864.449611349,2889.36231272977,0,895.390762556251,0,0,0,110990.373663742,164307.180611708,0,0,3487.19486194156,22969.8561081298,59.9360224895212,2488.23589038389,9574.12623886729,12517.2854233427,485043.39150724,5_942_2
2019-01-20,430786.66,155325.612539157,-4320.30476362064,0,1238.65773541967,0,0,0,108827.345675167,163165.88042954,0,0,741.171855368514,24589.289338366,19.6358138816853,687.95187079691,9449.12358852379,12517.2854233427,472241.649505943,5_942_2
2019-01-27,328738.81,155786.775466965,-9526.10419529948,0,1061.67669173151,0,0,0,105447.614443019,156538.330248883,0,0,385.539052904723,25086.0240012212,47.6096437728932,1298.51632576867,9649.48045824186,12517.2854233427,458292.747560551,5_942_2
2019-02-10,551358.13,156708.880877388,-2329.47604734951,0,974.712910065812,0,0,0,111801.509159458,144484.598500376,0,0,326.155554475521,20322.8776221083,0.421845382952572,75.1986957858622,9180.81603083917,12517.2854233427,454062.980571872,5_942_2
2019-02-17,534870,157169.933582599,4030.56847322761,0,1025.5446396789,0,0,0,112477.455405887,146186.53736852,0,0,6.75473580439904,15560.0985126594,0.000376882074269601,2.62662205133101,8759.64405673462,12517.2854233427,457736.449197387,5_942_2
2019-02-24,410021.53,157630.98628781,4249.51720666296,0,915.286315013362,0,0,0,110990.373663742,130248.380438601,0,0,0.13535138257784,11293.4428166371,3.36709873288071e-07,0.0913212368311419,8351.34439624783,12517.2854233427,436196.843221013,5_942_2
2019-03-10,471910.97,158553.091698232,-12768.6584672138,0,686.343712661038,0,0,0,111531.130660886,159481.683350262,0,0,0.00271034767367361,7831.57561336133,3.00819662402088e-10,0.00317450361016563,8152.30730282904,12517.2854233427,445984.765179212,5_942_2
2019-03-17,490883.56,158931.03979979,-17455.0551139954,0,741.75855514518,0,0,0,111666.319910172,162104.671488226,0,0,113.135753014287,5241.44732217813,2.68755021656239e-13,0.000110351293134037,7991.10303325082,12517.2854233427,441851.706281475,5_942_2
2019-03-24,350393.63,159308.987901347,-13561.2955416631,0,1667.27374012007,0,0,0,108421.77792731,154375.866745828,0,0,180.187494030441,3418.72010324951,2.40108180059389e-16,3.83600304627403e-06,7826.12010986576,12517.2854233427,434154.923907266,5_942_2
2019-04-07,560183.69,160064.884104462,3663.68458508901,0,792.180564714726,0,0,0,112477.455405887,154075.524592626,0,0,424.544300916429,12358.6170088104,2.14514831299315e-19,1.33346142607399e-07,7688.0521139134,12517.2854233427,464062.228099895,5_942_2
2019-04-14,423192.53,160442.832206019,5743.27442168066,0,656.364650782246,0,0,0,110449.616666598,153815.228059851,0,0,190.874632378029,13756.8132391612,0.269210133145967,4.63534401031022e-09,7608.00777495038,12517.2854233427,465180.566284902,5_942_2
2019-04-21,302140.22,160820.780307577,2722.88053815185,-44979.0712788351,601.829739525132,0,0,0,109232.913423025,105700.415116891,0,0,154.669800542963,14213.7322944261,2.60084294351183,1.61132625763337e-10,7512.45768897904,12517.2854233427,368500.493896569,5_942_2
2019-05-05,548192.13,161471.852174238,-3535.23376894008,0,971.464982096624,0,0,0,116262.754385893,147748.316565171,0,0,147.610633175049,14380.5980770381,0.0227547801705287,5.60125052803637e-12,7573.66151751638,12517.2854233427,457538.332744311,5_942_2
2019-05-12,349300.63,161797.388107569,-3440.51249019016,0,885.441209607055,0,0,0,109773.670420169,130288.426059028,0,0,37.6748715519442,11081.676053563,2.03293320850538e-05,1.94709217510722e-13,7808.95412489098,12517.2854233427,430750.003799861,5_942_2
2019-05-19,569935.13,162122.9240409,-2442.71931637825,0,799.432394626135,0,0,0,118696.16087304,169052.586632299,0,0,0.757308429503592,8923.97819067104,1.81624101371799e-08,6.76843129831013e-15,7897.30739708447,12517.2854233427,477567.712944033,5_942_2
2019-06-09,447160.66,163099.531840893,478.365108251816,0,1663.10761945146,0,0,0,117209.079130895,108884.041940832,0,0,0.0151657023737648,7033.80486818284,1.62264623621034e-11,2.35282452601e-16,7570.98612918441,12517.2854233427,418456.217226735,5_942_2
2019-06-16,696418.13,163346.742042634,92.8322349396225,0,835.932103894101,0,0,0,119372.107119469,150951.966199325,0,0,240.870560777491,6014.37730643118,1.44968690168337e-14,8.17882756906508e-18,7329.14775998437,12517.2854233427,460701.260750798,5_942_2
2019-06-23,623819.31,163593.952244376,-1400.73441205904,0,743.779141023475,0,0,0,118155.403875896,157819.790102544,0,0,379.54970024905,5539.56582573286,1.29516345954777e-17,2.84310281812383e-19,7313.45271082016,12517.2854233427,464662.044611925,5_942_2
2019-06-30,397367.78,163841.162446117,-2331.74891433937,0,991.026511073302,0,0,0,115586.808139464,134313.010911935,0,0,413.158011956753,5338.99545647369,1.15711081130683e-20,9.88312024696182e-21,7167.96531338226,12517.2854233427,437837.663299405,5_942_2
2017-07-09,242669.44,95619.1826597132,42.0348343942057,0,2569.19037955942,0,0,0,78258.9268507846,101742.52079993,0,0,1455.99195618724,0,258.108311744216,519.619238553174,14380.2691146822,92101.2464634601,386947.090609008,5_944_1
2017-07-16,407920.34,95991.6070628663,2016.70746659777,0,2038.80493952212,0,0,0,75875.4062360399,94302.540105828,0,0,1820.96188650529,0,281.734794341404,606.747309213481,18349.2277220852,92101.2464634601,383384.983986459,5_944_1
2017-07-23,417560.06,96364.0314660193,1425.82246495536,0,1821.15310478766,0,0,0,73889.1390570859,100439.739370372,0,0,1862.09787621218,0,282.489781107139,104.507253119405,19287.037516238,92101.2464634601,387577.264353357,5_944_1
2017-08-06,341967.06,97108.8802723254,-9034.05222502882,0,2677.87718117614,0,0,0,100306.492537173,103186.567685705,0,0,1217.35596031747,0,144.434824469918,722.79199805826,20148.1918685442,92101.2464634601,408579.7865662,5_944_1
2017-08-13,397935.97,97481.3046754785,-11525.2195075256,11459.5251806778,2136.9535482689,0,0,0,95539.4513076837,115445.27005299,0,0,1151.79799903484,0,141.06850952076,659.070869574217,20551.5565460337,92101.2464634601,425142.025645197,5_944_1
2017-08-20,311344.44,97853.7290757167,-7237.31484593268,0,2122.67810513643,0,0,0,93056.6173339913,110485.282923589,0,0,1144.67518289633,0,140.964833702718,653.800406101914,20823.026678375,92101.2464634601,411144.706157037,5_944_1
2017-09-03,347004.72,98598.577876193,12245.9174327438,0,3033.20537280457,0,0,0,91864.8570266189,94506.5902092527,0,0,1143.89332514505,0,140.961616082935,811.084724802495,22202.1710840016,92101.2464634601,416648.505131105,5_944_1
2017-09-10,356481.91,98971.0022764312,17257.8931531894,0,2280.46332918378,0,0,0,90275.8432834558,100094.42381073,0,0,2423.57088582794,0,3123.2698221928,671.751071527986,22954.6273446323,92101.2464634601,430154.091440631,5_944_1
2017-09-17,330868.41,99343.4266766694,16195.1323942605,0,2914.96607283161,0,0,0,90176.5299245081,108209.339462313,0,0,2569.72808690697,0,532.601398094943,673.249325781165,23344.3387680931,92101.2464634601,436060.558572919,5_944_1
2017-10-01,474545.88,100088.275477146,6675.86803620326,0,1770.44716141076,0,0,0,86998.5024381818,115429.573891188,0,0,2585.73671226245,0,492.469753083115,671.051726285813,23445.4551520355,92101.2464634601,430258.626811257,5_944_1
2017-10-08,365555.88,100460.699859986,3461.52224620994,0,1612.23375446295,0,0,0,89779.2764887173,113404.769018743,0,0,325.097945754763,0,96.8171276468753,539.420723812543,22918.3712866696,92101.2464634601,424699.454915463,5_944_1
2017-10-15,356494.56,100833.124242827,1705.89959676622,0,1850.32441933694,0,0,0,87097.8157971295,120781.965065637,0,0,205.092266598415,0,90.3661076817921,565.428106738237,22378.6757262939,92101.2464634601,427609.937792469,5_944_1
2017-10-29,372853.31,101577.973008509,-69.6345146217136,-3165.65403054651,1724.97658414238,0,0,0,83125.2814392217,117061.974718586,0,0,193.861653290107,0,90.1704645912151,743.793440973678,21983.7004951164,92101.2464634601,415367.689722722,5_944_1
2017-11-05,324117.53,101950.397391349,-195.432229881667,0,1662.14240380236,0,0,0,87197.1291560772,107550.100666633,0,0,465.246282322578,0,172.749186915736,838.355312259712,21691.5461210207,92101.2464634601,413433.480753959,5_944_1
2017-11-12,300384.38,102322.82175279,67.5603897287776,0,1500.61119106592,0,0,0,87693.6959508157,102307.582624798,0,0,503.345480366083,0,206.935656890332,5783.92561297637,21355.0407404906,92101.2464634601,413842.765863382,5_944_1
2017-11-26,372141.5,103067.670475671,-764.987743080624,0,1298.35576482046,0,0,0,84118.4150286986,109339.46311205,0,0,507.627384357236,0,208.061609111171,6784.04925188978,21166.3138542936,92101.2464634601,417826.215201271,5_944_1
2017-12-03,632959.06,103440.094837111,-1932.03690544484,41446.54954663,1305.47548522803,0,0,0,87991.6360276588,120797.661227439,0,0,253.960329746107,0,207.173765128497,7097.9078738613,20982.2247003342,92101.2464634601,473691.893351152,5_944_1
2017-12-10,596071.25,103812.519198552,-2211.55612696669,0,1317.80540507569,0,0,0,86303.308925548,109402.247759258,0,0,65.2325828372039,0,0.00950628377266001,7013.6528314309,20743.1251154547,92101.2464634601,418547.591660933,5_944_1
2017-12-24,293160.75,104557.367921433,2558.16672166001,-15342.9537891856,2245.29500726877,0,0,0,84416.3551055417,107063.519650774,0,0,53.2418108650386,0,4.35063240538423e-07,7421.75938803843,20317.4565425257,92101.2464634601,405391.454822817,5_944_1
2017-12-31,246027.28,104929.792286194,5229.69640703158,-31589.4045349628,2336.14038865065,0,0,0,82628.7146444832,117658.428867058,0,0,52.0164003846282,0,1.99110404378552e-11,5831.05585104552,19894.6137647384,92101.2464634601,399072.300538083,5_944_1
2018-01-07,346674.91,105302.216650954,5050.16484852029,0,2764.70533310914,0,0,0,85409.4886950187,111003.256263052,0,0,0.111817272129484,0,9.11245755502341e-16,2606.1685895743,19136.9401344704,92101.2464634601,423374.298795431,5_944_1
2018-01-21,367249.44,106047.065380476,-4123.29986265531,0,2018.20881770488,0,0,0,81436.9543371108,114158.184785234,0,0,0.000238616901470545,0,4.17039395561832e-20,520.886431751313,18643.7205855364,92101.2464634601,410802.967177235,5_944_1
