solID,Google.Search_alphas,Google.Search_gammas,Google.Search_thetas,programmatic_behavioural_investments_alphas,programmatic_behavioural_investments_gammas,programmatic_behavioural_investments_thetas,programmatic_sociodemo_investments_alphas,programmatic_sociodemo_investments_gammas,programmatic_sociodemo_investments_thetas,reservation_social_display_investments_alphas,reservation_social_display_investments_gammas,reservation_social_display_investments_thetas,reservation_social_video_investments_alphas,reservation_social_video_investments_gammas,reservation_social_video_investments_thetas,TV.settimanale_alphas,TV.settimanale_gammas,TV.settimanale_thetas,lambda,mape,nrmse,decomp.rssd,rsq_train,lambda_hp,lambda_max,pos,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
1_502_1,0.692708653404724,0.791087591532218,0.238742618829432,2.73625958810215,0.696567524375026,0.376834082248042,2.94333638491701,0.690907706844802,0.214966767078272,2.40609862781297,0.504469695659746,0.197908299137534,0.549045860352496,0.364973208112047,0.170422403826505,2.15899628119568,0.873083231508673,0.392731048600783,36319.7620144037,0,0.16583837929176,0.389095040661424,0.483918124092571,0.00480423006959533,7406528.60197952,0,0.0366392135620117,79.3781671524048,1,502,0,1,1003,TRUE,TRUE,2
1_531_1,2.53481507140284,0.94513688753895,0.272741173724353,2.97282628747287,0.69232212354206,0.396677950264706,2.19570014473662,0.671034545864163,0.0986454373779947,1.89154527932587,0.689086009711872,0.0374876964777665,0.722190759688239,0.425604926188996,0.388760839562916,2.94291180203521,0.973044718980897,0.422879445703502,29928.5744099586,0,0.165274567303851,0.22008037575206,0.487421276125826,0.00394123106822571,7406528.60197952,0,0.0319249629974365,85.1226921081543,1,531,0,1,1061,TRUE,TRUE,1
1_622_1,1.93897180638717,0.891097938974301,0.238742618829432,2.73625958810215,0.696567524375026,0.327391475389033,2.65687919944373,0.708052652664533,0.246034635137802,1.93415407183393,0.731030920345304,0.0534280455296279,2.82771830767808,0.304853040921158,0.398194978421394,2.51886774893665,0.863455284501614,0.443609280784153,22644.2519972985,0,0.164618740746702,0.334466518237168,0.491481135800302,0.00295763250144169,7406528.60197952,0,0.0290918350219727,99.6522619724274,1,622,0,1,1243,TRUE,TRUE,1
1_682_1,1.93897180638717,0.891097938974301,0.238742618829432,2.73625958810215,0.696567524375026,0.327391475389033,2.65687919944373,0.708052652664533,0.246034635137802,1.93415407183393,0.731030920345304,0.0534280455296278,2.82771830767808,0.304853040921158,0.282939529502373,2.51886774893665,0.863455284501614,0.443609280784153,22644.2519972985,0,0.164614862745351,0.335545429820886,0.491505094355755,0.00295763250144169,7406528.60197952,0,0.0323600769042969,109.6887550354,1,682,0,1,1363,TRUE,TRUE,1
1_727_1,2.46082332694512,0.805955285330473,0.213181654153051,2.44098670382293,0.69732314930726,0.351430853634624,2.42115237941835,0.798441595000352,0.241729887424675,2.47453729197817,0.922234166923245,0.137049988018519,2.53210971743013,0.357820259266093,0.396362054337611,2.51886774893665,0.863455284501614,0.443609280784153,22644.2519972985,0,0.164569429574253,0.42040141307442,0.491785741528827,0.00295763250144169,7406528.60197952,0,0.0509860515594482,116.956995010376,1,727,0,1,1453,TRUE,TRUE,2
2_649_1,0.723223258607308,0.673323906735757,0.346439044527822,2.02729690225895,0.742127263542545,0.232306513544052,1.48049506636302,0.934048049636726,0.125683704998982,1.47744597985074,0.884415181105411,0.34610490858615,2.99090653039341,0.973112323608095,0.354315415258275,0.572352027115232,0.793905689863092,0.771773157361437,691265.492323919,0,0.236658786047915,0.0131548475524605,-0.0361758691444518,0.0932412383675982,7406528.60197952,0,0.0431818962097168,104.543343067169,1,649,1,2,1297,TRUE,TRUE,2
2_694_1,0.577948860430125,0.641134234361332,0.337694258830063,2.02729690225895,0.742127263542545,0.232306513544052,1.48049506636302,0.934048049636726,0.125683704998982,1.47744597985074,0.884415181105411,0.34610490858615,2.99090653039341,0.973112323608095,0.354315415258275,0.572352027115232,0.793905689863092,0.771773157361437,691265.492323919,0,0.236658786047915,0.0131548475524605,-0.0361758691444518,0.0932412383675982,7406528.60197952,0,0.0287580490112305,111.742937088013,1,694,1,2,1387,TRUE,TRUE,3
2_709_1,1.78195012378417,0.920324032588871,0.325961295645349,2.02729690225895,0.742127263542545,0.232306513544052,1.48049506636302,0.934048049636726,0.125683704998982,1.47744597985074,0.884415181105411,0.34610490858615,2.99090653039341,0.973112323608095,0.354315415258275,0.572352027115232,0.793905689863092,0.771773157361437,691265.492323919,0,0.236658786047915,0.0131548475524605,-0.0361758691444518,0.0932412383675982,7406528.60197952,0,0.0301880836486816,114.222978115082,1,709,1,2,1417,TRUE,TRUE,3
2_720_1,0.989001491072157,0.606025477022086,0.293225992610445,1.25342178757067,0.320233048697384,0.320743592152506,1.32211774108116,0.326793518402224,0.279682522923347,0.729829334434089,0.744325716484431,0.267352918188235,2.25414693062665,0.991650798924853,0.00188367643343215,0.819358570991374,0.754222526463698,0.513425197369018,14832.7078656317,0,0.161019397463075,1.00866730229914,0.513475279080653,0.0019028434384365,7406528.60197952,0,0.0325841903686523,115.99343419075,1,720,0,2,1439,TRUE,TRUE,3
2_813_1,1.5820682801024,0.707974320354262,0.303696773995985,1.55703261191405,0.897857338552326,0.275464802588517,1.27755086787364,0.573677817099417,0.32345451939742,2.82390443360807,0.584453894364374,0.310023494506678,2.29624199973132,0.89795636213956,0.0517521196667321,0.506125156015022,0.760392430752787,0.774959733454029,426307.974440898,0,0.225821520028713,0.0301148781501558,0.0565500585358258,0.057464151620937,7406528.60197952,0,0.0304090976715088,131.63499212265,1,813,1,2,1625,TRUE,TRUE,3
