solID,mape,decomp.rssd,nrmse,Google.Search,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,TV.settimanale,cluster,top_sol
1_502_1,0,0.389095040661424,0.16583837929176,0,0,0.0471310045794499,0,0.150003524729743,0.0337217507380911,1,FALSE
1_531_1,0,0.22008037575206,0.165274567303851,0,0,0.0400960589510176,0,0,0.0500262734120723,1,FALSE
1_622_1,0,0.334466518237168,0.164618740746702,0,0,0.0797144891249032,0,0,0.0472571164998702,1,FALSE
1_682_1,0,0.335545429820886,0.164614862745351,0,0,0.0798757760989596,0,0,0.0471347294063609,1,FALSE
1_727_1,0,0.42040141307442,0.164569429574253,0,0,0.10324577547145,0,0,0.0433119388839344,1,FALSE
2_649_1,0,0.0131548475524605,0.236658786047915,0,0.494702424701339,0.0206530346502402,0.305570540972785,0.470080860043462,0.725134527080842,2,FALSE
2_694_1,0,0.0131548475524605,0.236658786047915,0,0.494702424701339,0.0206530346502402,0.305570540972785,0.470080860043462,0.725134527080842,2,FALSE
2_720_1,0,1.00866730229914,0.161019397463075,0,0,0.551592614810597,0.882128538001964,0.231356512937614,0,4,FALSE
2_813_1,0,0.0301148781501558,0.225821520028713,0,0.793917797921304,0.044940412921706,0.419957181992681,0.576290370324805,0.898712171025449,2,FALSE
2_828_1,0,0.0241980892573237,0.22582374016116,0,0.707051447042306,0.0504714591611489,0.420228072840951,0.578403994918216,0.900105614031681,2,FALSE
2_848_1,0,0.966421874625164,0.161313867561732,0,0,0.778193100296315,0.870356895747904,0.743911397373384,0,4,FALSE
2_893_1,0,0.962169007202421,0.162638995587417,0,0,1,1,1,0,4,TRUE
2_903_2,0,0.272598123361419,0.212471560772661,0,0.133484845419239,0.0467158994536972,0.484274961953485,0.650066925446809,0.309381252718699,3,FALSE
2_905_1,0,1.01920273542716,0.16051999268133,0,0,0.78004313540399,0.840764717789772,0.0508759683427233,0,4,FALSE
2_948_2,0,0.296821753805412,0.212437974525831,0,0.204294320190144,0.0643292935081722,0.48478831290665,0.653363274724435,0.290339056057,3,FALSE
2_950_1,0,1.0258313867852,0.160580586763615,0,0,0.769866522982099,0.881942817650837,0,0,4,FALSE
2_953_2,0,0.978018864171386,0.160738475710682,0,0,0.526569506625519,0.813921479736829,0.539124894210214,0,4,FALSE
2_963_2,0,0.300111812634986,0.212387392064217,0,0.209264599859033,0.0789168717338256,0.485132167668245,0.654717162390726,0.289952358257973,3,FALSE
2_968_2,0,0.990732343074213,0.160713470361745,0,0,0.538764584602492,0.854964144532013,0.407917478819408,0,4,FALSE
2_970_1,0,0.0364950421451111,0.223748414735507,0,0.594045313118313,0.0930963768277361,0.437375385942654,0.487913336348976,0.84490537309992,2,FALSE
2_975_1,0,0.0611832013108009,0.217699973785868,0,0.850486502943118,0.0434482019383673,0.492144229192545,0.862751573069739,0.915460901175933,2,FALSE
2_978_2,0,0.333355430517652,0.212012218664675,0,0.281272105198733,0.19575986918517,0.488012201036365,0.663225194152698,0.284611784508625,3,FALSE
2_983_2,0,1.00614366680075,0.160520493302521,0,0,0.519875125243793,0.757937930160037,0.195467766893875,0,4,FALSE
2_991_2,0,0.986585571563984,0.161158098666085,0.296119141005476,0,0.528431671034765,0.920623311634291,0,0,4,FALSE
3_653_2,0,0.56157861687673,0.163497445388803,0,0,0.22064459827236,0,0,0.0558903985068273,1,FALSE
3_701_1,0,0.022776700545859,0.222867738328074,0,0.791960774523018,0.0584798927051704,0.393360606510442,0.463836543068631,0.928498662785691,2,FALSE
3_722_2,0,0.0486728915013405,0.216231109403343,0,0.595250086235103,0.0394694949979591,0.471107853834567,0.130462720315354,0.917214862942822,2,FALSE
3_732_1,0,0.0396664054532133,0.220187403506173,0,0.707488404487076,0.049110337995818,0.433158319276594,0.260786365932592,0.822154973716379,2,FALSE
3_748_1,0,0.0365214949041139,0.223210502187686,0,0.746464813445122,0.0469664062374717,0.404976701348488,0.61620666185414,0.846505709247161,2,FALSE
3_803_2,0,0.402036063549705,0.163663193792752,0,0,0.157961457302806,0,0,0.0678353867937256,1,FALSE
3_851_1,0,0.0454275490829974,0.219850595241723,0,0.48070596678988,0.0487117369735505,0.486547879861164,0.747075793026538,0.874938030193841,2,FALSE
3_863_2,0,0.561947711708685,0.163497343172973,0,0,0.220709767327371,0,0,0.0558441371955714,1,FALSE
3_872_1,0,0.0159052347764712,0.228298009786801,0,0.589211878877229,0.0282944156584779,0.322237606613378,0.485826887484857,0.758597724218918,2,FALSE
3_880_1,0,0.375388001447749,0.212030143903449,0,0.264801303671389,0.0872631402038043,0.576173985669621,0.908933752186628,0.27542960858607,3,FALSE
3_896_1,0,0.0460155924452721,0.219850540416922,0,0.482287753967204,0.0514863019167284,0.486596457924788,0.747908489668448,0.873855537228505,2,FALSE
3_902_1,0,0.0231707104467714,0.22828660018475,0,0.440131224702616,0.028230912369135,0.331252294552109,0.61255592197373,0.754224295368668,2,FALSE
3_903_2,0,0.969321365079027,0.160850878622348,0.67342966453193,0,0.343318895217362,0.86941960564083,0,0,4,FALSE
3_923_2,0,0.493707060783843,0.16353622784272,0,0,0.199716669886784,0,0,0.0625784689562487,1,FALSE
3_929_1,0,0.149811221262955,0.213763161033558,0,0.523014268073218,0.314317104426629,0.52837855139442,0.667958674537375,0.681902797301183,2,FALSE
3_932_1,0,0.0156380694680517,0.228292588975569,0,0.584723990910048,0.0281931436889595,0.322211567697891,0.499081680151211,0.762032713345399,2,FALSE
3_938_2,0,0.501887109882116,0.163524175811135,0,0,0.20323549389224,0,0,0.0620194143100736,1,FALSE
3_947_2,0,0.629200539193043,0.163225695518343,0,0,0.298189816860747,0,0,0.0608664708123305,1,FALSE
3_948_2,0,0.970248356676466,0.161618977783387,0.479954967726912,0,0.510123934656666,0.916958615161612,0,0,4,FALSE
3_959_1,0,0.21158969910508,0.213715116170406,0,0.523764418091658,0.313947801567396,0.529217272420863,0.672526022956918,0.533233163209115,3,FALSE
3_962_2,0,0.430195953994384,0.16345216688923,0,0,0.195476487346589,0,0,0.0751907028067374,1,FALSE
3_966_2,0,0.0435561289943999,0.218007238064169,0,0.294842433132294,0.0299653682473269,0.459564321529978,0.658484833169858,0.849870458590504,2,FALSE
