solID,dieci_costo_alphas,dieci_costo_gammas,dieci_costo_thetas,Google.Search_alphas,Google.Search_gammas,Google.Search_thetas,programmatic_behavioural_investments_alphas,programmatic_behavioural_investments_gammas,programmatic_behavioural_investments_thetas,programmatic_sociodemo_investments_alphas,programmatic_sociodemo_investments_gammas,programmatic_sociodemo_investments_thetas,reservation_social_display_investments_alphas,reservation_social_display_investments_gammas,reservation_social_display_investments_thetas,reservation_social_video_investments_alphas,reservation_social_video_investments_gammas,reservation_social_video_investments_thetas,venti_costo_alphas,venti_costo_gammas,venti_costo_thetas,lambda,mape,nrmse,decomp.rssd,rsq_train,lambda_hp,lambda_max,pos,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
2_543_1,0.75316935190546,0.885195855431853,0.326424636891726,2.77575256162166,0.936852683040982,0.0424181164994591,2.48572528815049,0.609084170407486,0.231697892035139,1.68597987221863,0.339616504404267,0.253143728313161,0.771778263705537,0.30009110782542,0.206155621868734,0.633893030588085,0.527793187910468,0.0505264885177276,2.23160365474135,0.538187078752056,0.0910701042063429,561771.11821936,0,0.150810038678144,0.154669370671299,0.262990811835075,0.0778125954966493,7210993.61728321,0,0.105074167251587,286.242616176605,1,543,1,2,1085,TRUE,TRUE,3
2_642_1,0.56054342658473,0.819290331651252,0.339568423333309,2.59447337960728,0.970929179811427,0.134353505585797,2.5687563652772,0.668071095589738,0.22462952089673,2.07404641720973,0.948539919703886,0.370604214323524,2.9548727081766,0.806700960265286,0.0376918797176486,1.68564473004301,0.472883075662465,0.220659594823763,2.22684930045003,0.308947159300911,0.0350634931005367,33270.2771916612,0,0.10247206273672,0.246219570575937,0.656458413961869,0.00451427844773278,7210993.61728321,0,0.0728549957275391,342.623668193817,1,642,0,2,1283,TRUE,TRUE,3
2_673_1,0.603750972893644,0.736595323450923,0.275869214580082,2.66758143781222,0.898950073263448,0.194155131818726,1.31402145017309,0.598091793637592,0.342305648233237,0.97014211983899,0.733083116916028,0.340971656621354,2.92974860603643,0.960244803796676,0.0190151569138707,2.91773566981359,0.636868712096618,0.33799721799556,2.45774751189412,0.323596524341225,0.00785205173323937,337789.182309621,0,0.136711795481925,0.204721815963516,0.394346301479255,0.0467483138966098,7210993.61728321,0,0.108091115951538,360.795255184174,1,673,1,2,1345,TRUE,TRUE,2
2_694_2,0.549402027108836,0.79293422837386,0.325561989883873,2.54420059506901,0.945881651634277,0.0746636633565138,2.67914328633545,0.402939981322042,0.368495427744282,1.06329347011678,0.830613205716485,0.197503217901302,2.33650185305127,0.614161833743527,0.129222706329681,0.850172838917748,0.773634836177623,0.0263790816114516,2.58016985421399,0.316364948711265,0.00125321551169177,4166.94696370902,0,0.102405176187625,0.247827839160303,0.656906747121862,0.000477908094793348,7210993.61728321,0,0.115656852722168,373.244481086731,2,694,0,2,1388,TRUE,TRUE,3
2_700_2,0.539889317612972,0.818343842973819,0.329624904496199,2.56600482615645,0.872803458283159,0.0853921785865811,2.61040682593574,0.521435826302166,0.367394527205407,1.14628387796632,0.725854326653904,0.293451600015248,2.6126488060118,0.86832473373617,0.03361294521387,0.876794478776873,0.684583441099589,0.0913347838769186,2.19430673242843,0.393492242613057,0.0174068336722713,22706.3052080996,0,0.102376309650007,0.272092859025384,0.657100145908411,0.00304915047132074,7210993.61728321,0,0.106539964675903,376.542474985123,2,700,0,2,1400,TRUE,TRUE,3
2_731_1,0.739321942371826,0.932226744391523,0.374447547473283,2.90130718185926,0.848537895188674,0.055273402710308,2.20708967364536,0.658000378315581,0.144148489696108,1.40376261914514,0.602086344101581,0.299927274139634,1.33814757977622,0.923237917701178,0.149288469375208,0.514214456676777,0.601081503293987,0.0127158286910394,2.22278121991268,0.432522676564885,0.0735626693806961,633540.052457131,0,0.153340739189907,0.149791533622543,0.238048191052836,0.0877663016928278,7210993.61728321,0,0.101027011871338,394.224945068359,1,731,1,2,1461,TRUE,TRUE,1
2_731_2,0.58589066542209,0.846033648803031,0.344875827105615,2.6002340485835,0.950826430491183,0.114259739260237,1.87854570068193,0.776783458081905,0.275540906475749,2.08994480099758,0.825782929444916,0.329280187146843,2.52499552748609,0.710967025567597,0.24535113952839,1.98759270440499,0.352618941206632,0.0117148289339101,2.16097834453379,0.33093377662268,0.0293550984423879,36008.2523204118,0,0.102725432685724,0.23685989940425,0.65475744840776,0.00489401099209156,7210993.61728321,0,0.118512868881226,394.346459150314,2,731,0,2,1462,TRUE,TRUE,3
2_762_2,0.805554622353332,0.870292579665406,0.37275633889846,2.56714996440307,0.98059748448137,0.0844411942912972,2.06763167513731,0.921343035573448,0.0758729158817643,2.30468162833111,0.306478559814521,0.184048850068312,1.54375554494343,0.718466773303337,0.133599967374972,1.72178655970745,0.427249655664234,0.0231460005313139,2.43997620904665,0.354989687135177,0.0494557991260585,335866.731746932,0,0.137317417191669,0.201494181372713,0.38896842655564,0.0464816872804992,7210993.61728321,0,0.0359930992126465,410.053767204285,2,762,1,2,1524,TRUE,TRUE,3
2_776_1,0.638111955131689,0.901509157041783,0.371747484092969,2.769790360068,0.881156540651727,0.0205919204875384,2.05205055937472,0.329516179182155,0.065136465667319,1.03555817182331,0.595875715083641,0.33535818261515,2.32554044604821,0.860255065954339,0.0533140242534979,1.30823382747565,0.606277472256795,0.0127158286910394,1.87427961716931,0.479310331505084,0.0357591683246881,306003.573561271,0,0.111900528190669,0.220626498476071,0.590331442903474,0.0423399356183485,7210993.61728321,0,0.026939868927002,412.152590990067,1,776,0,2,1551,TRUE,TRUE,1
2_782_1,0.531067606270473,0.924502101720386,0.393310406857692,2.25089912868691,0.952177222581182,0.00282352752385116,2.29972077308743,0.394622168332337,0.373539702206007,2.23866018491518,0.746886817113621,0.149673195504666,2.71219414443448,0.942991535456785,0.110440165641265,1.72229466350913,0.732001788726078,0.318032950401116,2.34477676896184,0.301248556622273,0.0022268436456366,310297.360901804,0,0.111889471129227,0.222115785680124,0.590412398850429,0.0429354453345014,7210993.61728321,0,0.0359790325164795,413.019482135773,1,782,0,2,1563,TRUE,TRUE,2
2_784_2,0.698293965616295,0.891312201246693,0.358274370792649,2.8282914116713,0.787383969173223,0.007941372285107,1.80588019937734,0.546698653720807,0.0788436753854403,1.666282791517,0.396412280784813,0.30347358988306,1.55605223352945,0.876632364050882,0.1329226540914,0.513080059076339,0.572198947451775,0.022233179673391,2.21555011355482,0.437239805651689,0.0914976093238325,560434.268815892,0,0.150338132336104,0.155319050348656,0.267596011276728,0.0776271864985643,7210993.61728321,0,0.133728981018066,414.140115022659,2,784,1,2,1568,TRUE,TRUE,3
2_787_2,0.669975011767312,0.943678596817764,0.379572156699566,2.60403893831048,0.90284166821179,0.108920898094593,2.85190438160734,0.698534106762339,0.272099889290214,1.06413298996704,0.67056828942388,0.165787475796843,1.52763886008957,0.873946371836823,0.124912281214189,0.521486141194167,0.62631918922779,0.0247426675392188,2.19473970605515,0.420377168845718,0.0555339847401935,381638.618241953,0,0.140600360365678,0.183639925576652,0.359402459199583,0.0528298365884833,7210993.61728321,0,0.124000072479248,416.063923120499,2,787,1,2,1574,TRUE,TRUE,2
2_799_2,0.698293965616295,0.891312201246693,0.358274370792649,2.8282914116713,0.787383969173223,0.007941372285107,1.80588019937734,0.546698653720807,0.0788436753854402,1.666282791517,0.396412280784813,0.30347358988306,1.55605223352945,0.876632364050881,0.277504355756672,0.513080059076339,0.572198947451775,0.022233179673391,2.21555011355482,0.437239805651689,0.0914976093238325,560434.268815892,0,0.150382358125782,0.154253890459141,0.267165037330185,0.0776271864985643,7210993.61728321,0,0.136330842971802,424.23220205307,2,799,1,2,1598,TRUE,TRUE,2
2_805_1,0.559093977357901,0.780432389596495,0.341046789703807,2.84407242362501,0.860335295278166,0.138859156289707,2.06779307288332,0.464622039431028,0.311884399415526,1.23236261117608,0.703240818958467,0.279046185653039,2.71763848745944,0.767025957301881,0.0433505626245146,2.31753351085494,0.378936092920604,0.231704223031969,1.86660301044243,0.399268364070825,0.0389385706789386,11892.1926494053,0,0.102234945082208,0.265591720025802,0.65804646684279,0.00154933024513437,7210993.61728321,0,0.13447093963623,428.409101009369,1,805,0,2,1609,TRUE,TRUE,1
2_808_1,0.67640788341559,0.638320573063783,0.378794903746228,2.70975035874322,0.96562917709143,0.0671524775507573,2.60433060681177,0.513801599612949,0.301335806101221,0.973927845827079,0.729327376999414,0.254441810218154,1.94315684309892,0.534917205609394,0.239901059135996,0.599318006817569,0.303566132087127,0.0249207576512746,2.35355308431245,0.491173685701028,0.0726873504937398,721849.801872008,0,0.156691040068674,0.144589660995203,0.204389096933244,0.100014070302874,7210993.61728321,0,0.123847007751465,430.484086036682,1,808,1,2,1615,TRUE,TRUE,1
2_820_1,0.645834278069676,0.780432389596495,0.341046789703807,2.84407242362501,0.860335295278166,0.138859156289707,2.06779307288332,0.464622039431028,0.311884399415526,1.23236261117608,0.703240818958467,0.279046185653039,2.71763848745944,0.767025957301881,0.0433505626245146,2.31753351085494,0.378936092920604,0.231704223031969,1.86660301044242,0.399268364070825,0.0389385706789385,11892.1926494053,0,0.102303209587951,0.256444872641347,0.657589654696588,0.00154933024513437,7210993.61728321,0,0.119607925415039,437.984158039093,1,820,0,2,1639,TRUE,TRUE,1
