solID,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,spend_share_refresh,effect_share_refresh,mape,nrmse,decomp.rssd,rsq_train,lambda,lambda_hp,lambda_max,iterPar,iterNG,df.int,trial,iterations,robynPareto,total_spend,mean_spend,spend_share,effect_share,roi_mean,roi_total,cpa_total,mean_response,next_unit_response
1_346_2,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,C1_Value_Sales_3,-0.159912384150076,-9502096.32526027,-0.121816359556392,0,0,-9502096.32526027,-0.121816359556392,0,0,FALSE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,C4_Value_Sales_3,-0.439029681384493,-7923640.36221622,-0.101580639715608,0,0,-7923640.36221622,-0.101580639715608,0,0,FALSE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,FB_Assortment_3,253320.17193499,111696463.411295,1.43194260322498,534432.839288494,0.57218906124199,111696463.411295,1.43194260322498,534432.839288494,0.57218906124199,TRUE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,FB_WD_anypromo_3,2819.88735494801,52710152.2060211,0.675741292616808,252201.685196273,0.270019046150352,52710152.2060211,0.675741292616808,252201.685196273,0.270019046150352,TRUE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,FB_price_nopromo_3,-22046.9945485917,-97682758.9553834,-1.25228767211465,0,0,-97682758.9553834,-1.25228767211465,0,0,FALSE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,TV.settimanale,76913.4365096813,5141386.94590366,0.0659123018102623,24599.9375402089,0.026337856009154,5141386.94590366,0.0659123018102623,24599.9375402089,0.026337856009154,TRUE,0.761317333039945,1.16386835664519,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,8102238.6035512,57058.0183348676,0.761317333039945,1.16386835664519,0.448103323655835,0.634563754225925,1.57588578506167,25567.8876570697,0.30231365099462
1_346_2,holiday,0.785565651050644,9265.18485486062,0.000118779167354444,250.41040148272,0.00026810121312976,9265.18485486062,0.000118779167354444,250.41040148272,0.00026810121312976,TRUE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,lockdown,0,0,0,0,0,0,0,0,0,TRUE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
1_346_2,programmatic_behavioural_investments,-45419.9517186915,-1214319.20982827,-0.0155675064130253,0,0,-1214319.20982827,-0.0155675064130253,0,0,FALSE,0.0500542073444052,-0.274888413973888,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,532696.568718103,5073.30065445812,0.0500542073444052,-0.274888413973888,-1.8168253359734,-2.27957017397436,-0.438679191111074,-9217.30116602994,-2.96420871227929
1_346_2,programmatic_sociodemo_investments,36020.7010449893,1330111.05733893,0.0170519516182965,6364.16773846378,0.00681377882524246,1330111.05733893,0.0170519516182965,6364.16773846378,0.00681377882524246,TRUE,0.0528920265006274,0.301100498124161,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,562897.756737336,5071.15096159762,0.0528920265006274,0.301100498124161,2.36175731535776,2.36297096838422,0.423196058428001,11976.8278808367,1.051196608998
1_346_2,reservation_social_display_investments,-19769.6592770769,-226938.780657709,-0.00290934286031155,0,0,-226938.780657709,-0.00290934286031155,0,0,FALSE,0.0427107051798429,-0.0513726876584518,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,454544.129333333,4994.99043223443,0.0427107051798429,-0.0513726876584518,-0.173679987111005,-0.499266773042595,-2.00293721512023,-867.529873890068,-0.477300100671414
1_346_2,reservation_social_video_investments,-39806.8128010282,-612741.318382322,-0.0078553104704581,0,0,-612741.318382322,-0.0078553104704581,0,0,FALSE,0.0930257279351792,-0.138707753137007,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,990016.398274112,7071.54570195795,0.0930257279351792,-0.138707753137007,-0.289197827301675,-0.618920372885246,-1.6157167283705,-2045.07565267074,-0.525388005330342
1_346_2,season,0.698137309440525,-2639.10410984007,-3.38331715598792e-05,-12.6272923915793,-1.35193761468419e-05,-2639.10410984007,-3.38331715598792e-05,-12.6272923915793,-1.35193761468419e-05,FALSE,,,0,0.123972001417951,0.625934956843216,0.533547698154798,102234.569296534,0.0121979056370119,8313993.751907,2,346,0,1,692,3,,,,,,,,,
