solID,mape,decomp.rssd,nrmse,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,TV.settimanale,cluster,top_sol
2_627_1,0,0.399651612682883,0.129815317570332,0.774277009050107,0.541699652267892,0.618427117493031,0.596310615034614,0.782522638467314,4,TRUE
2_638_2,0,0.470286180828087,0.124129206365974,0.66237205559573,0.417968109712201,0.501951132985721,0.543595082061302,0.890367427870102,4,FALSE
2_640_2,0,0.262570912410862,0.136170081340094,0.528498773200998,0.640733125052122,0.842302569230109,0.732181480489781,0.766070629632716,2,FALSE
2_641_2,0,0.244768639748715,0.13817048408595,0.348307707744516,0.6056797405572,0.929796784421078,0.819099569884951,0.785840293776436,2,FALSE
2_642_1,0,1.10321950558449,0.119930838115597,0.592020153002174,0.022449783691965,0.105557464770872,0.340000283206759,0.98761227682659,3,FALSE
2_644_2,0,0.347492341658409,0.131157763182392,0.630426322609573,0.539449769729779,0.643026637146887,0.659555851500586,0.824180486463434,4,FALSE
2_654_1,0,0.464341910821824,0.125307908443894,0.672479395379952,0.436450978733398,0.427816490577158,0.59123683306531,0.926969632297325,4,FALSE
2_655_2,0,0.265332215663165,0.135659911682307,0.520667910157383,0.614280068921316,0.763085601159352,0.72536386666513,0.834023086008224,2,FALSE
2_656_2,0,0.250440034834186,0.137732441705923,0.275073499314159,0.578188184605648,0.844404002839403,0.883694116096855,0.869572605227842,2,FALSE
2_658_1,0,0.21295195283841,0.145424019962657,0.454041070343923,0.731219373526497,0.825951691626819,0.90373642861334,0.763859520484546,2,FALSE
2_666_2,0,0.200659655113725,0.160813094955624,0.462685050306791,0.903029425895259,0.685019882953737,0.835832518877204,0.720481516277105,1,FALSE
2_678_1,0,0.335920154321219,0.13172037725017,0.625695493038239,0.561962960658447,0.632392009199193,0.671991097458964,0.835618848189729,4,FALSE
2_682_1,0,0.288629016338314,0.13503563837288,0.526862489278441,0.593316825573712,0.686363696198677,0.711749472024452,0.875378789276702,2,FALSE
2_687_2,0,0.13937573055,0.166052734858921,0.306701767685842,0.999235498952943,0.767491814913393,0.900400367893942,0.708013666359327,1,FALSE
2_697_1,0,0.290067545662153,0.135127067921749,0.523999604874717,0.608795773445967,0.654511883333218,0.733983908135362,0.870487319224483,2,FALSE
2_700_2,0,0.268909562787665,0.135661649824554,0.521006493888344,0.601467637844985,0.765193460283607,0.725143241969377,0.834472690323075,2,FALSE
2_701_2,0,0.254029410637638,0.137717264414416,0.27836619826152,0.576022524902272,0.849595047943489,0.856861402957378,0.871733919094355,2,FALSE
2_709_2,0,0.313221881098092,0.133764990927673,0.426742251548415,0.580698074873979,0.664578525634248,0.743157238555692,0.844672577817195,2,FALSE
2_710_1,0,0.357466085253741,0.129174249554516,0.693005297583872,0.531958343545899,0.571901188466321,0.646207771153375,0.885414180277647,4,FALSE
2_717_1,0,0.378481343327186,0.129837453606328,0.572464303778692,0.562483134297084,0.609601109131175,0.605423302102708,0.821484075157573,4,FALSE
2_738_1,0,1.04936676240147,0.119153062902609,0.378492269445043,0.15987077334153,0.172720121457684,0.455092028310843,0.966409913186195,3,FALSE
2_739_1,0,0.351048682999367,0.131349065502179,0.751684968327916,0.563386751503478,0.638036845100625,0.590066012760117,0.85729801003433,4,FALSE
2_744_2,0,0.317355753225227,0.134265466598777,0.417173737296498,0.521066924762742,0.764220981432998,0.693725397305832,0.842169845056564,2,FALSE
2_747_1,0,0.383408893456188,0.129816791361916,0.68880574717987,0.552659771636419,0.615937189338114,0.600820690949871,0.799227918435393,4,FALSE
2_754_1,0,0.339248021001518,0.131238369994178,0.646973685413836,0.537745672547045,0.640904754603535,0.641576438947552,0.864855958686227,4,FALSE
2_754_2,0,0.312737536695235,0.133767366845548,0.438231501865605,0.58254096459182,0.662960962103048,0.739985873578465,0.841283764781394,2,FALSE
2_755_1,0,0.297064374205785,0.134962311439081,0.685049695020286,0.545820245976628,0.74629293441508,0.726828532628558,0.834618389380807,4,FALSE
2_755_2,0,0.439029406939515,0.127093404270676,0.71072857169084,0.499420306127629,0.589847452427005,0.406974603417551,0.910670248788943,4,FALSE
2_762_2,0,0.30880447650675,0.134027599960975,0.671623047667844,0.581955139076835,0.649923556799643,0.698429852946352,0.859638716018589,4,FALSE
2_767_1,0,0.726228240705349,0.122416555361109,0.716468249785085,0.284986469666055,0.169994727375805,0.487074054653892,0.954351320951815,3,FALSE
2_769_1,0,0.33519712821203,0.131205147197148,0.58164942714865,0.569109828764102,0.638022179605163,0.62928385866052,0.875080706812342,4,FALSE
2_769_2,0,0.317636186422651,0.133778719212458,0.427130282312466,0.570001097739748,0.664536597018036,0.742765266383827,0.843928529441715,2,FALSE
2_770_1,0,0.240783503571473,0.138896286690419,0.499464269783555,0.627145359723118,0.815263675335167,0.784114414679265,0.824353069603003,2,FALSE
2_772_2,0,0.451832587018607,0.125989451725148,0.649117987703456,0.40137900926526,0.547289082283773,0.534226036536001,0.905663776071943,4,FALSE
2_777_1,0,0.375922076956054,0.129978177800231,0.649623541123502,0.556537606644818,0.626866905286117,0.619423074081136,0.789558026277102,4,FALSE
2_786_1,0,1.2051858692726,0.118350134053726,0.420101376203534,0.142801197123577,0.105080995468764,0.369656610306546,0.967020884761097,3,FALSE
2_787_2,0,0.420403393513191,0.127002803064314,0.668597292264718,0.424759785139082,0.567867393914793,0.560609350362796,0.902469903473901,4,FALSE
2_790_2,0,0.827896470002043,0.12083758468749,0.588044481472022,0.293879396128992,0.213918489653654,0.373620292235156,0.955778840585601,3,FALSE
2_797_1,0,0.773344626333048,0.12239873836269,0.692695808908941,0.269138358815142,0.152651340567915,0.483171781569855,0.944785435508653,3,FALSE
2_802_2,0,0.460888296880789,0.126020596743439,0.650314765063342,0.381324304434254,0.547341080968041,0.533683045053758,0.902672024352792,4,FALSE
2_811_1,0,0.19554154553156,0.160805461266398,0.257478736408893,0.884901800179948,0.805688563197652,0.845047618536938,0.644149324982426,1,FALSE
2_814_1,0,0.323688578910751,0.131356476282854,0.575258396078554,0.574212458316254,0.646408494736703,0.66415057621017,0.859880092513969,4,FALSE
2_816_2,0,0.544582735689666,0.124139674087317,0.723997476744197,0.49365958579583,0.445530407311425,0.473645326238227,0.813485897456624,4,FALSE
2_817_2,0,0.473361764668631,0.125914542779538,0.52118449058256,0.423910538842588,0.544960898889397,0.536870263625392,0.911695693860502,4,FALSE
2_819_1,0,0.423539086856229,0.126708080989705,0.698979089241703,0.418674885836787,0.52366840915611,0.610681251570837,0.895130023392702,4,FALSE
2_824_2,0,0.488468369905491,0.125068608007107,0.726395249281941,0.497148286335549,0.433855201493271,0.510792332177589,0.877579453233443,4,FALSE
2_828_2,0,0.250337588549066,0.136549820721891,0.427790759324355,0.592189298122679,0.839303068817234,0.813489562481407,0.800238961490455,2,FALSE
2_830_1,0,0.24195477007013,0.138888492583425,0.498326735834801,0.626892966222265,0.814747006599738,0.777503238051301,0.824753260532701,2,FALSE
2_831_2,0,0.641859452661749,0.123860272177431,0.781595009272145,0.49085984091012,0.450512159619558,0.288712768659567,0.816133900463088,4,FALSE
2_832_2,0,0.485163679478712,0.125989204260572,0.550666292721939,0.383896129273191,0.543962825094957,0.535082523239579,0.905820069953978,4,FALSE
2_844_1,0,0.328079200032821,0.131323224779636,0.575739402419737,0.574030589879308,0.631371836973131,0.665861795484001,0.863275319516141,4,FALSE
2_845_1,0,0.23713147272848,0.139906462362499,0.239459653157637,0.622147584146611,0.970956685443884,0.898171226165363,0.809044313200159,2,FALSE
2_846_2,0,0.584653762418045,0.123641566766973,0.606334368963935,0.420753814370606,0.356758698843048,0.46971883052953,0.941561008782894,3,FALSE
2_856_1,0,0.189565106487977,0.160993400380067,0.2607805051058,0.902330918385398,0.690587727376817,0.984093196062789,0.719747696609525,1,FALSE
2_861_2,0,0.509138005279597,0.124250523598251,0.698238461545493,0.495523618184286,0.448218730988006,0.531564820895518,0.82332122012888,4,FALSE
2_864_1,0,0.588346996824976,0.123343289606565,0.469115930570474,0.330644230646499,0.540620006510308,0.486199867677754,0.880253828722559,3,FALSE
2_872_2,0,0.221803872745818,0.143033569729257,0.357988204269604,0.698410154094946,0.914476046560669,0.920772944037191,0.743469757224649,2,FALSE
2_875_1,0,0.239959064021897,0.138911821004002,0.482104239041467,0.623217527886633,0.827795738702531,0.776172842164068,0.828747900222235,2,FALSE
2_876_2,0,0.513332235087029,0.124225761285007,0.703181953411511,0.495463645520626,0.441214587096493,0.544501825980047,0.813147824808227,4,FALSE
2_878_1,0,0.237285831080347,0.138808553643902,0.425081117425328,0.622125224316599,0.907879166767003,0.840673798381323,0.77837365368218,2,FALSE
2_879_1,0,0.622156358982868,0.123267013349984,0.444185045018769,0.31592210051899,0.535051059486602,0.487546269812352,0.868706344055288,3,FALSE
2_879_2,0,0.225083966461163,0.140561300461773,0.396983339346767,0.634867301698503,0.839666476985938,0.86994577414569,0.817035390540928,2,FALSE
2_882_1,0,1.11813303517872,0.11886765514927,0.453832492312791,0.170108533965971,0.264743052441541,0.203375196574619,0.963264868781307,3,FALSE
2_888_2,0,0.278191075707694,0.135732798628341,0.424077543969789,0.607295916427978,0.735322313519214,0.773262619977822,0.801836081112806,2,FALSE
2_893_2,0,0.328347221156487,0.132435290153523,0.653936096498746,0.528235123438818,0.629504117646048,0.703322855477557,0.865545192070533,4,FALSE
2_900_2,0,0.27766548168657,0.136808919355501,0.217398915088356,0.546562944217121,0.918515016144978,0.825565273798617,0.857483365929671,2,FALSE
2_901_1,0,0.182578304351643,0.161644773601626,0.398397432445862,0.897749713616909,0.892549422583199,0.787521871261943,0.717161970529667,1,FALSE
2_903_1,0,1.07811930238594,0.120234445257184,0,0.257565849164192,0.415954233965294,0.414851830301635,0.999662815366059,3,FALSE
2_904_1,0,0.344319624475576,0.131530660694377,0.668002990893872,0.603877234071398,0.706748547557615,0.582711839196152,0.788173404143561,4,FALSE
2_905_1,0,0.236956032698872,0.138922477487028,0.481923121927057,0.624066652937583,0.826846761271554,0.794533567185568,0.827684187014633,2,FALSE
2_909_1,0,0.68542594827956,0.123010908598505,0.477237994698909,0.309051000966772,0.523416168328179,0.380145562461214,0.87851777455119,3,FALSE
2_916_1,0,0.183110281572392,0.161617932173432,0.401268647165541,0.897981862378421,0.891078541147107,0.78732326594605,0.716644912645138,1,FALSE
2_917_1,0,0.438039885837919,0.126454691000871,0.515852692868596,0.447716330684298,0.572219675316895,0.57631513422886,0.896359059363438,4,FALSE
2_918_1,0,0.177491408847672,0.161215995292454,0.300662067402515,0.935375850338683,0.755727158955392,0.795541818473841,0.651086149152724,1,FALSE
2_921_2,0,0.431881896270066,0.126756372716269,0.728529176899203,0.528243756368736,0.532349978282958,0.586836337751774,0.804112307203404,4,FALSE
2_925_1,0,0.925125390394255,0.119998267611909,0.498945303092556,0.256975191184751,0.186313792735016,0.445709036400972,0.928382545668903,3,FALSE
2_933_1,0,0.205780794434098,0.14681288223519,0.270119390489085,0.718148510975763,0.957097675279085,0.885624777816679,0.795945488951922,2,FALSE
2_936_1,0,1.24071975063203,0.118425278801091,0.340433691203639,0.120380711890539,0.188866492720392,0.322480663279829,0.972773249819201,3,FALSE
2_939_1,0,0.710046560205275,0.122984631832933,0.484901741961205,0.300101409396612,0.542348887954341,0.330712939391881,0.877580603128401,3,FALSE
2_940_2,0,0.309133630819648,0.134386944151374,0.563132959488978,0.631143456340752,0.660704884897951,0.684186866950695,0.80727317388598,4,FALSE
2_948_1,0,0.180744131633579,0.161083615841792,0.343012129191144,0.937982307949977,0.754131238099784,0.822406425619054,0.64546560698003,1,FALSE
2_954_1,0,0.707639877868103,0.122915890027259,0.482760690396818,0.302969509883809,0.502194555117845,0.367170456842969,0.884419699382311,3,FALSE
2_962_2,0,0.213744005126552,0.144268104806186,0.36347776712251,0.717141941037943,0.854738644658987,0.911003109239283,0.749754268118078,2,FALSE
2_963_1,0,0.180005912850021,0.161171497944062,0.323563416484754,0.936087402824976,0.755418281996712,0.78783837677753,0.648675816227764,1,FALSE
2_966_2,0,0.354954488209026,0.130634904993595,0.608383013935365,0.535689709859653,0.61773912899704,0.625558692450038,0.870450777145287,4,FALSE
2_971_2,0,0.199498744983737,0.160935588673027,0.362145416249955,0.937980820126525,0.721525854805166,0.936483801132208,0.640096913922128,1,FALSE
2_977_1,0,0.431518425386431,0.126701130020616,0.596979792967222,0.558695550887312,0.592384612514698,0.573291250236565,0.758579298247498,4,FALSE
2_978_1,0,0.18744353606882,0.160883083889215,0.317803457945698,0.937383253233101,0.71000240151454,0.820499132188866,0.634148012110704,1,FALSE
2_978_2,0,0.288121410289943,0.135102010627304,0.51395922349801,0.586618876548893,0.682783252602189,0.73677132071249,0.867506630523791,2,FALSE
2_981_2,0,0.457181692923636,0.12692990602646,0.626334435881821,0.508122817351065,0.51856766753299,0.529548355501985,0.855212440791845,4,FALSE
2_985_2,0,1.22768494025916,0.119067976558418,0.487209957105571,0.179183225966272,0.230374704664298,0.178616357310262,0.932317779180796,3,FALSE
2_990_2,0,0.68217725531994,0.121528300553239,0.371989476156555,0.260183634481736,0.466336005874439,0.495722169171361,0.941578713174622,3,FALSE
2_992_1,0,0.781105796489086,0.12182557693735,0.509021713263916,0.435165953151307,0.497063549396518,0.460657070692527,0.693043213007253,4,FALSE
2_993_1,0,0.184612477413965,0.161138671772277,0.32185588591142,0.93088990660349,0.839599052362525,0.787736382845118,0.645079746575338,1,FALSE
2_996_1,0,0.293006684480923,0.134436578585809,0.451520663499938,0.625860643388551,0.701111128300982,0.731276258516357,0.795396598768304,2,FALSE
3_308_1,0,0.270176256368415,0.137418488885212,0.443085438186065,0.572789336988257,0.88406146626862,0.735835018587833,0.785156841274228,2,FALSE
3_500_2,0,0.185448726042583,0.16090132675686,0.343444127057763,0.94701293783447,0.695219059593264,0.826482674840091,0.646162997706044,1,FALSE
3_556_1,0,0.435192077222747,0.127740749650527,0.621592232597817,0.471729201593151,0.504072633004186,0.575268646526359,0.907815376212036,4,FALSE
3_571_1,0,0.351541531573938,0.130828932983592,0.738265292513757,0.565431078422582,0.649536408426785,0.641912690863418,0.809341508581609,4,FALSE
3_586_1,0,0.399742194494241,0.128905284316516,0.719911845070238,0.553688311022538,0.487163989955381,0.616416496357233,0.875647722090184,4,FALSE
3_599_1,0,0.155209256892164,0.165431775479957,0.302795394625947,0.951310192540904,0.83435070507378,0.778698664636769,0.710176640900372,1,FALSE
3_599_2,0,0.935493064362203,0.119254861268705,1,0.463016552848548,0.306609705654042,0.279744397588017,0,4,FALSE
3_619_1,0,0.957832715420432,0.120341840657334,0.682363426268327,0.184631903744238,0,0.417060900257779,0.99889307220993,3,FALSE
3_629_1,0,0.172745135590055,0.164994772260011,0.418402735317058,0.966574574669887,0.805974469898048,0.770175317906328,0.694853236716357,1,FALSE
3_634_1,0,0.862196774677749,0.120316925723264,0.639147831255245,0.39530848472603,0.0134279819330813,0.42100885031163,0.990313215272607,3,FALSE
3_634_2,0,0.227129609671949,0.142152086771074,0.393030570588068,0.641552206612821,0.926578707317434,0.788095424272034,0.812387357763205,2,FALSE
3_645_2,0,0.160812350760881,0.167866423617076,0.325355191741872,1,0.801808101185768,0.752674036350557,0.644428281894978,1,FALSE
3_655_1,0,0.569936932995185,0.124355119744954,0.706353139876225,0.283993726390211,0.513576994206623,0.480366996978252,0.846878390066244,4,FALSE
3_657_2,0,1.04688838328777,0.120029618297213,0.605303370417231,0.387096961109161,0.0737461188288947,0.18292962307046,0.979932773174458,3,FALSE
3_659_2,0,0.314873028155568,0.133819803056108,0.486351639278878,0.557222562345824,0.757504394849683,0.692617251148761,0.779087452202357,2,FALSE
3_674_2,0,0.249819083475913,0.137481006547088,0.518032864648519,0.658537057105073,0.832317439379582,0.745159522766945,0.780119506082019,2,FALSE
3_687_2,0,0.873394604203701,0.120673410174415,0.506102261582578,0.285184976723026,0.431664628150656,0.179645697129415,0.930428396102203,3,FALSE
