solID,programmatic_behavioural_investments_alphas,programmatic_behavioural_investments_gammas,programmatic_behavioural_investments_thetas,programmatic_sociodemo_investments_alphas,programmatic_sociodemo_investments_gammas,programmatic_sociodemo_investments_thetas,reservation_social_display_investments_alphas,reservation_social_display_investments_gammas,reservation_social_display_investments_thetas,reservation_social_video_investments_alphas,reservation_social_video_investments_gammas,reservation_social_video_investments_thetas,TV.settimanale_alphas,TV.settimanale_gammas,TV.settimanale_thetas,lambda,mape,nrmse,decomp.rssd,rsq_train,lambda_hp,lambda_max,pos,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
2_682_1,2.9894515446654,0.967141000120006,0.229844004921235,1.01935638709577,0.914612162598332,0.199526150947735,1.18052775013084,0.865697464311084,0.158323801545592,1.13909777414899,0.374386771128744,0.150167438976322,0.960763473403573,0.895232102066004,0.366695195606148,317375.206873556,0,0.13503563837288,0.288629016338314,0.44657749067979,0.0380774239783686,8313993.751907,0,0.060966968536377,182.232909917831,1,682,0,2,1363,FALSE,TRUE,1
2_687_2,2.67483340548346,0.997944906610643,0.0171707045154315,1.76844585300399,0.560975925176693,0.161118901698265,0.864843502708307,0.864245196016864,0.296799263855697,1.31490633142053,0.588213959213546,0.0356455718929898,0.505823104064444,0.899135621585792,0.799815650416978,912842.551108137,0,0.166052734858921,0.13937573055,0.167145513092806,0.109706885666101,8313993.751907,0,0.0500030517578125,183.949729919434,2,687,1,2,1374,FALSE,TRUE,1
2_697_1,2.9894515446654,0.967141000120006,0.229844004921235,1.01935638709577,0.914612162598332,0.199526150947735,0.978259248249543,0.999502869908699,0.076219278493369,2.77237802889324,0.609048669798933,0.336895570962215,0.960763473403573,0.895232102066004,0.366695195606148,317375.206873556,0,0.135127067921749,0.290067545662153,0.445827817471403,0.0380774239783686,8313993.751907,0,0.0519990921020508,186.758759021759,1,697,0,2,1393,FALSE,TRUE,2
2_700_2,2.8402557343675,0.913457030921387,0.116529147190425,1.19242421420189,0.722415337817911,0.27766928941631,1.57572329027972,0.93077514810227,0.19115763908635,0.53558912730737,0.688341867769728,0.0768094973943848,0.644925558000523,0.86289941246976,0.41105390934281,317430.911117011,0,0.135661649824554,0.268909562787665,0.441434376116025,0.0380841247068149,8313993.751907,0,0.0419988632202148,187.481757879257,2,700,0,2,1400,FALSE,TRUE,2
2_701_2,2.99161807604332,0.861346348112415,0.268316365573664,1.58829991336663,0.989924107878855,0.149895582042274,0.701530604211819,0.699481739739769,0.0975962738669039,0.508642158884148,0.845010330386095,0.0276549659806458,0.720931989256737,0.995175115522739,0.409717737713827,368931.696265902,0,0.137717264414416,0.254029410637638,0.424378787145866,0.044279214248547,8313993.751907,0,0.0430769920349121,187.704838991165,2,701,0,2,1402,FALSE,TRUE,3
2_709_2,2.97154751102308,0.769256779717364,0.142644487681868,2.02626123359812,0.385874811447291,0.32411297920175,1.02510613096789,0.484403511591536,0.0136893817310608,2.10163477181169,0.96515846479612,0.073342663709456,0.643219702797003,0.793500578214999,0.446898046404686,266380.90718421,0,0.133764990927673,0.313221881098092,0.456943589965761,0.0319432601635821,8313993.751907,0,0.0509929656982422,189.889977931976,2,709,0,2,1418,FALSE,TRUE,1
2_710_1,2.92918033110285,0.748026317090964,0.191376302830787,0.629075408125511,0.875760514625569,0.386484341412053,2.2483902172368,0.867060258630756,0.0864108545196937,1.01125374831609,0.825463120812501,0.0691903587082253,0.799956909008681,0.851307694960157,0.37409684659713,184681.783799695,0,0.129174249554516,0.357466085253741,0.49357876293298,0.022115577277101,8313993.751907,0,0.0439229011535645,190.089710950851,1,710,0,2,1419,FALSE,TRUE,1
2_717_1,2.80829709463137,0.974917093197999,0.154845335069785,1.0916543439215,0.646099586274035,0.31944947814338,2.0608326045503,0.722069565210159,0.295850730964536,1.27920099358533,0.675416020431053,0.161984425038091,0.677160303419522,0.717039976404598,0.528939933885578,191358.057671627,0,0.129837453606328,0.378481343327186,0.488365296592721,0.0229186740516875,8313993.751907,0,0.040916919708252,191.759670972824,1,717,0,2,1433,FALSE,TRUE,2
2_738_1,2.60988888904248,0.826779518311334,0.161998461748958,0.706551835773057,0.599138868168657,0.388213802849186,2.71622971692669,0.98371741388908,0.012902098122562,2.4282596518622,0.452253605722242,0.137395389348194,1.20697937061961,0.981774515835545,0.316650851329557,38184.5317774545,0,0.119153062902609,1.04936676240147,0.569106009986949,0.00449325188397021,8313993.751907,0,0.0470268726348877,197.448180913925,1,738,0,2,1475,FALSE,TRUE,1
2_739_1,2.73609029093295,0.781779662220717,0.077990551350778,0.563967301006681,0.949939496201473,0.108823678046797,1.26055170761696,0.955891511032638,0.208862841587126,2.46485187769616,0.788963637615794,0.158305408950531,0.924418942401573,0.723247098205324,0.460223520020497,227550.728880865,0,0.131349065502179,0.351048682999367,0.47638269626477,0.0272723327046086,8313993.751907,0,0.0650010108947754,197.782180070877,1,739,0,2,1477,FALSE,TRUE,3
