solID,mape,decomp.rssd,nrmse,Google.Search,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,DT_costo,PTcosto,cluster,top_sol
5_318_2,0,0.526088663382493,0.107977001894188,0.133310788920937,0.827429850738722,0,0,0.547361790156685,0,0.0907932492775538,2,FALSE
5_333_2,0,0.576345820874004,0.107762382726682,0,0.844546549219638,0,0,0.518470318373504,0,0.0738384441952974,2,FALSE
5_347_2,0,0.643972527356326,0.107382532406108,0.76940652606567,0.44045946856123,0,0,0.48188676349375,0,1,4,FALSE
5_464_1,0,0.265144206117886,0.171418087600381,0.0675677991826068,0.19019904221799,0,0.851644489632355,0.0892588743972622,0.364305840395958,0.0192584267507275,3,FALSE
5_547_1,0,0.25124604099625,0.178193687633396,0.0306305379374682,0.110770380808746,0,0.45263339302522,0.0185468704307204,0.232063547621984,0.0145376801355661,3,FALSE
5_555_2,0,0.605261778571549,0.107380307298177,0.58511643788022,0,0,0,0.744702943177172,0,0.239697204777358,4,FALSE
5_600_2,0,0.605880958579735,0.107235907052157,0.587127584122689,0,0,0,0.73274032904409,0,0.240542253263643,4,FALSE
5_615_2,0,0.499825189441699,0.110899595926897,0.516814442591157,0.166038372180861,0,0,0.808968132922804,0.531537579765438,0.182605727478673,4,TRUE
5_617_1,0,0.275269821554832,0.16383272264023,0.0928730513115819,0.296900131531795,0,0.796705620567318,0.196850726108508,0.498739722734056,0.0475818236081257,1,FALSE
5_665_1,0,0.625753397686535,0.107169714645394,0.724491676415317,0,0,0,0.724411924091672,0,0.2464660016764,4,FALSE
5_792_1,0,0.25302466189261,0.178171226854459,0.0345446356754281,0.123403176692537,0,0.416080616576922,0.0187731608257371,0.251060719910851,0.0123199987475462,3,FALSE
5_824_1,0,0.255518496832123,0.172839172949569,0.0510578946971565,0.102041203360412,0,0.642350625016951,0.0732812972362264,0.330627431848282,0.0253902882214132,3,FALSE
5_840_2,0,0.756446451227483,0.106535342775643,0.790352012274636,0,0,0,0.728508494738252,0,0.0587295557906025,4,FALSE
