solID,DT_costo_alphas,DT_costo_gammas,DT_costo_thetas,Google.Search_alphas,Google.Search_gammas,Google.Search_thetas,programmatic_behavioural_investments_alphas,programmatic_behavioural_investments_gammas,programmatic_behavioural_investments_thetas,programmatic_sociodemo_investments_alphas,programmatic_sociodemo_investments_gammas,programmatic_sociodemo_investments_thetas,PTcosto_alphas,PTcosto_gammas,PTcosto_thetas,reservation_social_display_investments_alphas,reservation_social_display_investments_gammas,reservation_social_display_investments_thetas,reservation_social_video_investments_alphas,reservation_social_video_investments_gammas,reservation_social_video_investments_thetas,lambda,mape,nrmse,decomp.rssd,rsq_train,lambda_hp,lambda_max,pos,Elapsed,ElapsedAccum,iterPar,iterNG,df.int,trial,iterations,coef0,mape.qt10,robynPareto
1_986_2,2.329749960711,0.480034171375884,0.397363924731113,2.97146544400833,0.841813407390197,0.117566771180579,1.29521727659518,0.827277539801626,0.0118966321746072,2.92647354246473,0.308835762835852,0.284810066018919,0.960061432611686,0.522531786138799,0.950264137990531,1.73832791304744,0.625595775445718,0.356559111196497,0.622075366055812,0.487489473276,0.0358306360230739,644587.401529615,0,0.159417740662531,0.277460278094918,0.176458101623683,0.089298469727396,7210993.61728321,0,0.0268599987030029,142.263187885284,2,986,1,1,1972,TRUE,TRUE,2
1_989_1,0.789638815048373,0.826519782331348,0.301694911202876,2.58045444562089,0.996913782276651,0.00280711491999638,2.50023776128897,0.993648748674529,0.260034047060663,0.555833772916094,0.339779664192715,0.150848691921191,0.75951352416572,0.99580119367407,0.959182212429731,2.15376654007294,0.992432395645438,0.0446696083397011,2.53602387081672,0.743468555313188,0.303294712032753,228515.020250471,0,0.114910050045745,0.472217923128671,0.56799936333431,0.0315929696585739,7210993.61728321,0,0.0269219875335693,142.681805849075,1,989,0,1,1977,TRUE,TRUE,2
1_993_1,2.81321852474712,0.475244481015856,0.339808179998182,2.81225661433141,0.996208774741013,0.0723133997420146,1.76439769440324,0.547426121783858,0.361450898476938,1.21947240417775,0.33816274119332,0.0633232221143604,0.575589798081643,0.947016673096643,0.947213371783303,1.88427934089801,0.930086978174126,0.054793132295788,2.47150739214323,0.681668687417461,0.386054721252503,8730.4369248593,0,0.106754654550731,0.617732250537316,0.627143259762248,0.00111082314062657,7210993.61728321,0,0.0289680957794189,143.264462947845,1,993,0,1,1985,TRUE,TRUE,1
1_993_2,2.96643042064823,0.719004145814061,0.358658579453191,2.99242679590172,0.842436182215837,0.0203622141810142,1.22916382849234,0.695842153894855,0.364495633748741,1.25054053407479,0.42612418422883,0.327218473136445,2.76956212032555,0.958910413321411,0.156046530100739,1.73817021452993,0.832452132144196,0.15183019583974,2.7690388962368,0.675487725755419,0.202500406569984,16378.9220586705,0,0.107114951383988,0.753283592903797,0.624622230576413,0.00217159929226307,7210993.61728321,0,0.0276269912719727,143.292089939117,2,993,0,1,1986,TRUE,TRUE,3
2_524_2,1.89397831613572,0.706569803802003,0.442889382176347,2.7682381605022,0.998789740810367,0.0269343481066641,1.39538495841497,0.521668133138075,0.370203782032072,2.12318850633356,0.572244452454093,0.367054887463783,1.74806852943496,0.889660464255685,0.22286109966139,0.562045518078746,0.360865982387225,0.373384511966385,0.576541587847413,0.329235072299632,0.0380135456344169,598537.9958398,0,0.158157114721798,0.27820968942774,0.189431230969344,0.0829118310011402,7210993.61728321,0,0.0353209972381592,97.2573189735413,2,524,1,2,1048,TRUE,TRUE,1
2_554_2,1.89397831613572,0.706569803802003,0.442889382176347,2.7682381605022,0.998789740810367,0.0269343481066641,1.39538495841497,0.521668133138075,0.370203782032072,2.12318850633356,0.982800051199465,0.279438278618366,1.46739905433568,0.718016065229818,0.200056600072541,1.20901820556745,0.396836867335118,0.373384511966385,0.576541587847413,0.329235072299632,0.0380135456344168,598537.9958398,0,0.158194836407313,0.29110488911585,0.189044531116408,0.0829118310011402,7210993.61728321,0,0.053184986114502,104.271289825439,2,554,1,2,1108,TRUE,TRUE,3
2_569_2,1.89397831613572,0.706569803802003,0.442889382176347,2.7682381605022,0.998789740810367,0.0269343481066641,1.39538495841497,0.521668133138075,0.370203782032072,2.12318850633356,0.407468204454545,0.288340327308917,2.53478337091943,0.889660464255685,0.22286109966139,0.562045518078746,0.360865982387225,0.373384511966385,0.576541587847413,0.329235072299632,0.0380135456344168,598537.9958398,0,0.157843884083426,0.280099288603661,0.192638719339852,0.0829118310011402,7210993.61728321,0,0.0479528903961182,107.578862905502,2,569,1,2,1138,TRUE,TRUE,1
2_733_2,2.52503568927439,0.538174838238651,0.389579173793017,2.90671923088481,0.968430009033347,0.108542574346334,0.746265011107444,0.74873295351291,0.246876128749532,1.38313622490187,0.481319273788925,0.0804764073265946,1.13589930067528,0.896799211886634,0.129542926167132,2.22315903596589,0.496286416278506,0.238359946007304,0.892021010837013,0.307047433699773,0.0021701535536874,974030.471161896,0,0.167399010232852,0.268996381450907,0.0919324189421239,0.134989262802614,7210993.61728321,0,0.0370349884033203,148.655658960342,2,733,1,2,1466,TRUE,TRUE,3
2_763_2,2.54290045385764,0.686185525759436,0.342926642825009,2.90117148367017,0.962972088304211,0.0988030271902742,0.701506006766942,0.537848220662816,0.226017912437797,2.48960116801552,0.363834752557478,0.0322042383277084,1.09085412203223,0.971625997754113,0.129542926167132,2.22315903596589,0.496286416278506,0.238359946007304,0.892021010837013,0.415335719078254,0.000969904190237199,1014139.16320723,0,0.16800898198373,0.267362717041986,0.0853026937213995,0.140551977935176,7210993.61728321,0,0.056074857711792,155.041516780853,2,763,1,2,1526,TRUE,TRUE,3
2_765_1,2.49408181076806,0.30303480579797,0.336354532199071,2.904044696223,0.962975904171733,0.0160281528098752,1.43227377824448,0.971795615445341,0.231792768461493,2.74301115904588,0.311393912262142,0.159871946316141,2.6747220888911,0.522837995458075,0.125681400460564,2.6341342835775,0.508111708388802,0.283248956555838,0.698457373693051,0.714974711022721,0.0202686176899794,482413.947182335,0,0.152926502475214,0.306976661801455,0.242159324132769,0.0668064690513897,7210993.61728321,0,0.0659987926483154,155.637041807175,1,765,1,2,1529,TRUE,TRUE,3
2_780_1,2.2281720120641,0.318060283422336,0.336354532199071,2.904044696223,0.962975904171733,0.0160281528098752,1.43227377824448,0.971795615445341,0.231792768461493,2.74301115904588,0.311393912262142,0.159871946316141,2.6747220888911,0.522837995458075,0.125681400460564,2.6341342835775,0.508111708388802,0.283248956555838,0.698457373693051,0.714974711022721,0.0202686176899794,482413.947182335,0,0.152912728372149,0.304892522430675,0.242295835532763,0.0668064690513897,7210993.61728321,0,0.0319089889526367,159.901069879532,1,780,1,2,1559,TRUE,TRUE,2
2_782_1,1.68977229602966,0.324354175696653,0.331247875875433,2.99756134934171,0.863854727290683,0.0459314525810275,0.660516888258329,0.77699140042748,0.0598037898368173,2.30128364056945,0.462767730212019,0.36614198615135,2.98462895840476,0.763226102336173,0.133085004975127,2.88689363115941,0.967328447807611,0.132598646143949,1.37829796778402,0.91925330348003,0.108341816292848,51548.5779481969,0,0.107130187868421,0.701590267277015,0.624515432333127,0.00704931449680083,7210993.61728321,0,0.0291748046875,160.205233812332,1,782,0,2,1563,TRUE,TRUE,2
2_791_1,2.73342152001288,0.612339004269048,0.300306130327997,2.96190399671989,0.944709698061149,0.035814643737472,2.52489167550539,0.842602384261384,0.018275642743589,1.7894780734643,0.429127038377127,0.302139741631361,2.42326631057423,0.983382765543779,0.13154601173002,2.44872789719773,0.884411372399684,0.303144452052945,2.13360427507415,0.785846257348163,0.0578061948943699,86577.8251817808,0,0.108999201933768,0.577283259264667,0.611299592815458,0.0119075562826025,7210993.61728321,0,0.0364890098571777,161.659417867661,1,791,0,2,1581,TRUE,TRUE,3
2_793_2,2.52503568927439,0.538174838238651,0.389579173793017,2.90671923088481,0.968430009033347,0.108542574346334,0.746265011107444,0.669912119075294,0.189443954570751,1.04958023785095,0.457852251917649,0.210028990769788,1.0088479615557,0.938814026263342,0.194095110038436,2.42206910546441,0.581740201324476,0.238359946007304,0.892021010837013,0.307047433699773,0.00217015355368737,974030.471161895,0,0.167325965956073,0.276196810071411,0.0927247135719205,0.134989262802614,7210993.61728321,0,0.0342841148376465,162.008214950562,2,793,1,2,1586,TRUE,TRUE,3
2_797_1,1.68977229602966,0.324354175696653,0.331247875875433,2.99756134934171,0.863854727290683,0.0459314525810274,0.660516888258329,0.77699140042748,0.0598037898368173,2.30128364056945,0.462767730212019,0.36614198615135,2.98462895840476,0.928996441565386,0.127095589155313,2.63487268220805,0.945822834048027,0.109592950818137,2.60564353242417,0.656544993515419,0.108341816292848,51548.5779481969,0,0.107220874177214,0.703927520830638,0.623879463659104,0.00704931449680083,7210993.61728321,0,0.03684401512146,162.620916843414,1,797,0,2,1593,TRUE,TRUE,3
2_815_2,1.86675589606116,0.613450926991499,0.515914950580027,2.96497064502293,0.935948833279049,0.0318908128512325,1.64699052113593,0.693053325202925,0.306333340441791,2.19820635180702,0.39701077530012,0.249865208634035,2.58828733328115,0.486345866749381,0.2230320993227,2.68438224522503,0.587015561788964,0.278698327122693,0.627841152431083,0.426518461405136,0.0893127237471422,1558263.2262371,0,0.17498945074798,0.256714842512419,0.00771566450149119,0.216017095470944,7210993.61728321,0,0.0279121398925781,165.680552005768,2,815,1,2,1630,TRUE,TRUE,3
2_823_2,2.52503568927439,0.538174838238651,0.389579173793017,2.90671923088481,0.968430009033347,0.108542574346334,0.746265011107444,0.669912119075294,0.189443954570751,1.04958023785095,0.527555840932659,0.200677878946344,1.0088479615557,0.938814026263342,0.194095110038436,2.42206910546441,0.581740201324476,0.238359946007304,0.892021010837013,0.307047433699773,0.00217015355368737,974030.471161895,0,0.167333023462282,0.275070400634935,0.0926481775009553,0.134989262802614,7210993.61728321,0,0.0304598808288574,166.798695802689,2,823,1,2,1646,TRUE,TRUE,3
2_824_2,1.83724096302139,0.751574209902143,0.486102986711135,2.77790948575809,0.974083131103377,0.0128617427204295,2.34900229936587,0.792513333837013,0.257172572177832,1.87699450628442,0.324225966476821,0.286772213613723,2.39916266555292,0.767603125744887,0.108767816770654,0.983179678403207,0.44785174724648,0.359471452443141,1.07124335298877,0.307184156646598,0.00180513885289703,461635.725602709,0,0.151841149137355,0.309533075196571,0.252878278309035,0.0639247164507797,7210993.61728321,0,0.0254950523376465,166.944165945053,2,824,1,2,1648,TRUE,TRUE,2
2_845_2,1.86675589606116,0.613450926991499,0.515914950580027,2.96497064502293,0.935948833279049,0.0318908128512325,1.64699052113593,0.693053325202925,0.306333340441791,1.75961069790123,0.453512667820555,0.312577274704419,2.98399512973775,0.460222200586581,0.2230320993227,2.68438224522503,0.587015561788964,0.278698327122693,0.627841152431083,0.426518461405136,0.0893127237471422,1558263.2262371,0,0.174969218278955,0.258533907760478,0.00794510920653835,0.216017095470944,7210993.61728321,0,0.0271828174591064,169.847567796707,2,845,1,2,1690,TRUE,TRUE,3
2_853_2,2.52503568927439,0.538174838238651,0.38495551802587,2.95370156807947,0.951526720909178,0.191894655086899,1.02406702352194,0.565059975156005,0.153008418202892,1.0704247470207,0.549543769524784,0.242211355786513,1.62228121955169,0.840170571070306,0.188912667720235,2.42206910546441,0.581740201324476,0.238359946007304,0.892021010837013,0.307047433699773,0.00217015355368737,974030.471161895,0,0.167135057022543,0.277745302703422,0.0947938263598167,0.134989262802614,7210993.61728321,0,0.0253589153289795,171.045880794525,2,853,1,2,1706,TRUE,TRUE,3
2_860_2,1.86675589606116,0.613450926991499,0.515914950580027,2.96497064502293,0.935948833279049,0.0318908128512325,1.64699052113593,0.693053325202925,0.306333340441791,2.19820635180702,0.39701077530012,0.249865208634035,2.58828733328115,0.486345866749381,0.2230320993227,2.68438224522503,0.587015561788964,0.278698327122693,0.627841152431083,0.42642924519846,0.0893127237471422,1558263.2262371,0,0.174989449808323,0.256714133843608,0.00771567515821048,0.216017095470944,7210993.61728321,0,0.0257010459899902,172.150897979736,2,860,1,2,1720,TRUE,TRUE,2
2_892_2,2.5847367394239,0.864523139046163,0.373287865676603,2.95306423409903,0.985851693657644,0.0354258219738225,1.00628975606862,0.64606717882946,0.398032816751895,2.05433642987607,0.45430026300189,0.276329042520062,2.79577478761982,0.466753747014958,0.222785183942562,2.06034625392873,0.831974959286,0.390845131520382,0.622013893600261,0.705839153295545,0.0299438398673016,664700.797028584,0,0.159549716694175,0.27179782599332,0.175093977649989,0.0920880169253661,7210993.61728321,0,0.0267961025238037,176.652837991714,2,892,1,2,1784,TRUE,TRUE,1
2_894_2,2.35851786539776,0.51380908136336,0.386837220450951,2.9840342368379,0.996015982497807,0.110953551201019,0.823049222198463,0.655017236752749,0.162227531818935,1.78192807120274,0.40792198311557,0.127711308781565,2.30615939383207,0.496851656299024,0.437039028068954,2.5577210359416,0.439472143228744,0.119308417466936,0.797114332233826,0.322474492548912,0.0188366781048823,472506.420694391,0,0.152412602894051,0.290500445766042,0.247244114959402,0.065432384165788,7210993.61728321,0,0.0259039402008057,176.924606800079,2,894,1,2,1788,TRUE,TRUE,1
2_910_2,2.20960832079139,0.53744300905912,0.503074333885355,2.93935602135808,0.993049974255506,0.00793356668211803,2.70046095676704,0.487740688546549,0.100263897573466,1.17597137749984,0.329701657044281,0.0495618631748482,2.53582189211999,0.457624113877828,0.142687688402966,2.96885823159659,0.324068143118949,0.279820085710793,0.602141130975965,0.558177523275003,0.0350806599179036,453498.620838627,0,0.151727626410314,0.291948545709547,0.253995018929703,0.0627961731476165,7210993.61728321,0,0.0272281169891357,179.264008998871,2,910,1,2,1820,TRUE,TRUE,1
