solID,mape,decomp.rssd,nrmse,Google.Search,programmatic_sociodemo_investments,programmatic_behavioural_investments,reservation_social_video_investments,reservation_social_display_investments,DIG_costo,GEN_costo,cluster,top_sol
4_970_1,0,0.307091480162021,0.156431943631443,0.0891377019963763,0.488367663495654,0,0.490035742852081,0.270450239466874,0.580966033182486,0.148769076068434,6,FALSE
4_973_1,0,0.256878834915227,0.17699817855803,0.0160484781606284,0.183834841615044,0,0.597215138302278,0.0442264824756188,0.241597051764062,0.0642168469332301,2,FALSE
4_973_2,0,0.268392469930131,0.166681179876062,0.0595630526042721,0.306239666914671,0,0.906874021908835,0.122914687531441,0.403654757793605,0.102832383866341,2,FALSE
4_985_1,0,0.307977575649212,0.156425763070111,0.0918217301654973,0.48740331273289,0,0.493343751279119,0.270446955508408,0.581104785143139,0.148802469156696,6,FALSE
4_987_2,0,0.277239916091966,0.168619038975671,0.0509872033950142,0.406709098473508,0,1,0.158293674023238,0.356694412182502,0.102730863211072,2,FALSE
4_988_1,0,0.258296444678944,0.177106760305941,0.0167110721186371,0.122607213974891,0,0.616246899839794,0.0552354223748333,0.241261709579997,0.0640932266624841,2,FALSE
4_993_1,0,0.249548898890706,0.178979132432941,0.00812947997005514,0.138437765001638,0,0.492811129669581,0.0118151260544899,0.207713074226665,0.0551573178568382,2,FALSE
4_994_2,0,0.270899559782069,0.166379105347936,0.0355428215412432,0.227018973885772,0,0.777878289665484,0.175922881767858,0.432955464331515,0.0927163683472944,2,FALSE
5_382_1,0,0.402120937622911,0.122718329969692,0.429243555124301,0.512045683274172,0,0,0.827948078118534,0.830431892801691,0.639317157736209,5,FALSE
5_412_1,0,0.388556326826997,0.122825496473912,0.378549618126883,0.686131921248293,0,0,0.822863163387384,0.825761317945802,0.627214711109566,5,FALSE
5_427_1,0,0.39880703243326,0.122885307570302,0.423679247993236,0.585221946536882,0,0,0.826900473572267,0.827568258330915,0.627982881933238,5,FALSE
5_479_2,0,0.380165131312356,0.14901500404753,0.177468238866705,0.423813269623283,0,0,0.391685882611057,0.659808258077084,0.181917234708915,4,FALSE
5_492_2,0,0.284022019539883,0.164700436407248,0.0545250426854492,0.297647738752147,0,0.816027294854488,0.192718449653257,0.333550643372549,0.103216188335309,2,FALSE
5_499_1,0,0.580400980978795,0.110844559571599,0.787034879429144,0.106829388052646,0,0,0.838380043721288,0.0712750206838245,0.541238378498506,7,TRUE
5_509_2,0,0.381430069485229,0.148647185837913,0.190629034416885,0.539849495319908,0,0,0.315723341368389,0.660909343395104,0.182212980173004,4,FALSE
